step,n_atoms_def,n_vacancies,n_interstitials,elapsed_s
0,1314036,0,0,4.25
5000,1314036,324,324,5.1
10000,1314036,50,50,4.84
15000,1314036,5,5,4.96
20000,1314036,4,4,5.22
25000,1314036,4,4,4.95
30000,1314036,4,4,4.93
35000,1314036,4,4,4.92
40000,1314036,4,4,5.03
