step,n_atoms_def,n_vacancies,n_interstitials,elapsed_s
439000,1314036,2,2,4.95
440000,1314036,2,2,4.93
441000,1314036,2,2,4.98
442000,1314036,2,2,4.97
443000,1314036,2,2,4.96
444000,1314036,2,2,5.01
445000,1314036,2,2,5.03
446000,1314036,2,2,5.03
447000,1314036,2,2,5.08
448000,1314036,2,2,5.03
449000,1314036,2,2,5.15
450000,1314036,2,2,4.9
451000,1314036,2,2,4.95
452000,1314036,2,2,5.02
453000,1314036,2,2,5.03
454000,1314036,2,2,5.0
455000,1314036,2,2,4.87
456000,1314036,2,2,5.0
457000,1314036,2,2,5.07
458000,1314036,2,2,5.0
459000,1314036,2,2,5.13
460000,1314036,2,2,4.98
461000,1314036,2,2,5.13
462000,1314036,2,2,5.17
463000,1314036,2,2,5.12
464000,1314036,2,2,5.03
465000,1314036,2,2,4.87
466000,1314036,2,2,5.13
467000,1314036,2,2,4.8
468000,1314036,2,2,4.92
469000,1314036,2,2,4.89
470000,1314036,2,2,4.9
471000,1314036,2,2,5.27
472000,1314036,2,2,4.93
473000,1314036,2,2,4.92
474000,1314036,2,2,4.85
475000,1314036,2,2,5.21
476000,1314036,2,2,4.91
477000,1314036,2,2,4.91
478000,1314036,2,2,4.89
479000,1314036,2,2,4.9
480000,1314036,2,2,4.94
481000,1314036,2,2,5.12
482000,1314036,2,2,5.02
483000,1314036,2,2,5.08
484000,1314036,2,2,5.03
485000,1314036,2,2,5.09
486000,1314036,2,2,5.07
487000,1314036,2,2,4.99
488000,1314036,2,2,5.1
489000,1314036,2,2,5.01
490000,1314036,2,2,5.06
491000,1314036,2,2,5.03
492000,1314036,2,2,5.03
493000,1314036,2,2,5.11
494000,1314036,2,2,4.92
495000,1314036,2,2,5.06
496000,1314036,2,2,5.03
497000,1314036,2,2,4.92
498000,1314036,2,2,4.89
499000,1314036,2,2,4.81
500000,1314036,2,2,4.94
501000,1314036,2,2,4.98
502000,1314036,2,2,4.87
503000,1314036,2,2,4.91
504000,1314036,2,2,4.87
505000,1314036,2,2,4.81
506000,1314036,2,2,4.93
507000,1314036,2,2,4.86
508000,1314036,2,2,4.84
509000,1314036,2,2,4.79
510000,1314036,2,2,4.86
511000,1314036,2,2,4.93
512000,1314036,2,2,4.94
513000,1314036,2,2,4.96
514000,1314036,2,2,4.7
515000,1314036,2,2,4.8
516000,1314036,2,2,4.96
517000,1314036,2,2,4.86
518000,1314036,2,2,4.88
519000,1314036,2,2,4.78
520000,1314036,2,2,4.91
521000,1314036,2,2,4.88
522000,1314036,2,2,4.9
523000,1314036,2,2,4.96
524000,1314036,2,2,4.9
525000,1314036,2,2,4.91
526000,1314036,2,2,4.91
527000,1314036,2,2,4.93
528000,1314036,2,2,4.94
529000,1314036,2,2,4.88
530000,1314036,2,2,5.12
531000,1314036,2,2,4.91
532000,1314036,2,2,5.03
533000,1314036,2,2,4.99
534000,1314036,2,2,5.05
535000,1314036,2,2,5.2
536000,1314036,2,2,4.92
537000,1314036,2,2,4.91
538000,1314036,2,2,5.01
539000,1314036,2,2,5.08
540000,1314036,2,2,5.02
541000,1314036,2,2,5.1
542000,1314036,2,2,5.01
543000,1314036,2,2,5.09
544000,1314036,2,2,5.07
545000,1314036,2,2,5.0
546000,1314036,2,2,5.17
547000,1314036,2,2,5.07
548000,1314036,2,2,5.06
549000,1314036,2,2,5.04
550000,1314036,2,2,5.1
551000,1314036,2,2,5.02
552000,1314036,2,2,4.97
553000,1314036,2,2,4.98
554000,1314036,2,2,5.07
555000,1314036,2,2,4.98
556000,1314036,2,2,5.02
557000,1314036,2,2,5.01
558000,1314036,2,2,5.01
559000,1314036,2,2,5.02
560000,1314036,2,2,5.08
561000,1314036,2,2,5.05
562000,1314036,2,2,5.15
563000,1314036,2,2,5.04
564000,1314036,2,2,4.99
565000,1314036,2,2,5.02
566000,1314036,2,2,5.03
567000,1314036,2,2,5.01
568000,1314036,2,2,5.0
569000,1314036,2,2,5.01
570000,1314036,2,2,5.02
571000,1314036,2,2,4.95
572000,1314036,2,2,5.05
573000,1314036,2,2,5.07
574000,1314036,2,2,5.03
575000,1314036,2,2,5.01
576000,1314036,2,2,5.06
577000,1314036,2,2,5.09
578000,1314036,2,2,5.17
579000,1314036,2,2,5.14
580000,1314036,2,2,4.93
581000,1314036,2,2,5.0
582000,1314036,2,2,4.99
583000,1314036,2,2,5.08
584000,1314036,2,2,4.93
585000,1314036,2,2,4.87
586000,1314036,2,2,4.84
587000,1314036,2,2,4.83
588000,1314036,2,2,4.9
589000,1314036,2,2,4.96
590000,1314036,2,2,4.96
591000,1314036,2,2,4.87
592000,1314036,2,2,4.98
593000,1314036,2,2,5.0
594000,1314036,2,2,4.88
595000,1314036,2,2,4.85
596000,1314036,2,2,4.97
597000,1314036,2,2,4.94
598000,1314036,2,2,4.97
599000,1314036,2,2,4.92
600000,1314036,2,2,4.97
601000,1314036,2,2,4.95
602000,1314036,2,2,4.98
603000,1314036,2,2,4.63
604000,1314036,2,2,4.92
605000,1314036,2,2,4.98
606000,1314036,2,2,5.02
607000,1314036,2,2,4.94
608000,1314036,2,2,4.97
609000,1314036,2,2,4.7
610000,1314036,2,2,4.85
611000,1314036,2,2,4.68
612000,1314036,2,2,4.86
613000,1314036,2,2,4.79
614000,1314036,2,2,4.73
615000,1314036,2,2,4.94
616000,1314036,2,2,4.82
617000,1314036,2,2,4.72
618000,1314036,2,2,4.95
619000,1314036,2,2,4.77
620000,1314036,2,2,4.77
621000,1314036,2,2,4.69
622000,1314036,2,2,4.73
623000,1314036,2,2,4.78
624000,1314036,2,2,4.77
625000,1314036,2,2,5.1
626000,1314036,2,2,4.86
627000,1314036,2,2,5.1
628000,1314036,2,2,5.13
629000,1314036,2,2,5.15
630000,1314036,2,2,5.12
631000,1314036,2,2,5.2
632000,1314036,2,2,4.98
633000,1314036,2,2,5.13
634000,1314036,2,2,5.16
635000,1314036,2,2,4.87
636000,1314036,2,2,5.28
637000,1314036,2,2,5.17
638000,1314036,2,2,5.2
639000,1314036,2,2,5.19
640000,1314036,2,2,5.16
641000,1314036,2,2,4.8
642000,1314036,2,2,5.11
643000,1314036,2,2,4.76
644000,1314036,2,2,4.81
645000,1314036,2,2,4.89
646000,1314036,2,2,4.82
647000,1314036,2,2,5.08
648000,1314036,2,2,4.81
649000,1314036,2,2,4.82
650000,1314036,2,2,5.15
651000,1314036,2,2,4.86
652000,1314036,2,2,4.8
653000,1314036,2,2,5.05
654000,1314036,2,2,4.85
655000,1314036,2,2,4.87
656000,1314036,2,2,4.93
657000,1314036,2,2,5.17
658000,1314036,2,2,4.88
659000,1314036,2,2,5.18
660000,1314036,2,2,5.16
661000,1314036,2,2,5.11
662000,1314036,2,2,5.2
663000,1314036,2,2,5.2
664000,1314036,2,2,4.97
665000,1314036,2,2,5.16
666000,1314036,2,2,4.95
667000,1314036,2,2,5.2
668000,1314036,2,2,5.16
669000,1314036,2,2,5.16
670000,1314036,2,2,5.15
671000,1314036,2,2,5.21
672000,1314036,2,2,5.14
673000,1314036,2,2,4.97
674000,1314036,2,2,5.15
675000,1314036,2,2,4.94
676000,1314036,2,2,4.97
677000,1314036,2,2,4.87
678000,1314036,2,2,4.99
679000,1314036,2,2,5.02
680000,1314036,2,2,4.93
681000,1314036,2,2,4.92
682000,1314036,2,2,4.76
683000,1314036,2,2,4.9
684000,1314036,2,2,4.95
685000,1314036,2,2,5.01
686000,1314036,2,2,4.98
687000,1314036,2,2,4.88
688000,1314036,2,2,4.95
689000,1314036,2,2,4.93
690000,1314036,2,2,4.69
691000,1314036,2,2,4.82
692000,1314036,2,2,4.87
693000,1314036,2,2,4.81
694000,1314036,2,2,4.83
695000,1314036,2,2,4.82
696000,1314036,2,2,4.67
697000,1314036,2,2,4.87
698000,1314036,2,2,4.61
699000,1314036,2,2,4.75
700000,1314036,2,2,4.71
