step,n_atoms_def,n_vacancies,n_interstitials,elapsed_s
207000,1314036,19,19,4.92
208000,1314036,19,19,4.93
209000,1314036,19,19,4.99
210000,1314036,19,19,5.02
211000,1314036,19,19,4.96
212000,1314036,19,19,4.9
213000,1314036,19,19,4.98
214000,1314036,19,19,4.98
215000,1314036,19,19,5.17
216000,1314036,19,19,4.97
217000,1314036,19,19,5.09
218000,1314036,19,19,5.16
219000,1314036,19,19,5.17
220000,1314036,19,19,5.15
221000,1314036,19,19,5.04
222000,1314036,19,19,5.03
223000,1314036,19,19,4.94
224000,1314036,19,19,4.78
225000,1314036,19,19,4.88
226000,1314036,19,19,4.88
227000,1314036,19,19,4.87
228000,1314036,19,19,4.8
229000,1314036,19,19,4.83
230000,1314036,19,19,4.99
231000,1314036,19,19,4.92
232000,1314036,19,19,5.12
233000,1314036,19,19,5.06
234000,1314036,19,19,5.02
235000,1314036,19,19,5.11
236000,1314036,19,19,5.06
237000,1314036,19,19,4.95
238000,1314036,19,19,4.89
239000,1314036,19,19,4.88
240000,1314036,19,19,4.99
241000,1314036,19,19,5.04
242000,1314036,19,19,5.11
243000,1314036,19,19,5.0
244000,1314036,19,19,5.02
245000,1314036,19,19,5.03
246000,1314036,19,19,5.06
247000,1314036,19,19,4.94
248000,1314036,19,19,5.17
249000,1314036,19,19,5.2
250000,1314036,19,19,5.29
251000,1314036,19,19,5.21
252000,1314036,19,19,5.16
253000,1314036,19,19,5.01
254000,1314036,19,19,5.28
255000,1314036,19,19,5.28
256000,1314036,19,19,4.92
257000,1314036,19,19,4.91
258000,1314036,19,19,5.08
259000,1314036,19,19,4.97
260000,1314036,19,19,4.93
261000,1314036,19,19,4.93
262000,1314036,19,19,5.18
263000,1314036,19,19,5.13
264000,1314036,19,19,5.16
265000,1314036,19,19,5.14
266000,1314036,19,19,5.14
267000,1314036,19,19,5.12
268000,1314036,19,19,5.09
269000,1314036,19,19,5.17
270000,1314036,19,19,5.1
271000,1314036,19,19,5.04
272000,1314036,19,19,5.04
273000,1314036,19,19,4.9
274000,1314036,19,19,4.97
275000,1314036,19,19,4.87
276000,1314036,19,19,4.96
277000,1314036,19,19,4.92
278000,1314036,19,19,4.99
279000,1314036,19,19,4.98
280000,1314036,19,19,5.04
281000,1314036,19,19,5.12
282000,1314036,19,19,5.02
283000,1314036,19,19,5.08
284000,1314036,19,19,5.06
285000,1314036,19,19,5.01
286000,1314036,19,19,5.1
287000,1314036,19,19,5.11
288000,1314036,19,19,4.98
289000,1314036,19,19,4.93
290000,1314036,19,19,4.9
291000,1314036,19,19,4.99
292000,1314036,19,19,4.91
293000,1314036,19,19,4.91
294000,1314036,19,19,4.97
295000,1314036,19,19,4.99
296000,1314036,19,19,4.99
297000,1314036,19,19,5.0
298000,1314036,19,19,5.02
299000,1314036,19,19,5.01
300000,1314036,19,19,5.09
301000,1314036,19,19,5.01
302000,1314036,19,19,4.97
303000,1314036,19,19,5.04
304000,1314036,19,19,4.94
305000,1314036,19,19,4.95
306000,1314036,19,19,4.95
307000,1314036,19,19,5.09
308000,1314036,19,19,4.96
309000,1314036,19,19,5.12
310000,1314036,19,19,5.08
311000,1314036,19,19,5.2
312000,1314036,19,19,5.05
313000,1314036,19,19,5.26
314000,1314036,19,19,5.33
315000,1314036,19,19,5.15
316000,1314036,19,19,5.23
317000,1314036,19,19,5.09
318000,1314036,19,19,5.29
319000,1314036,19,19,5.21
320000,1314036,19,19,5.3
321000,1314036,19,19,5.1
322000,1314036,19,19,5.09
323000,1314036,19,19,5.21
324000,1314036,19,19,5.07
325000,1314036,19,19,5.18
326000,1314036,19,19,5.12
327000,1314036,19,19,5.02
328000,1314036,19,19,5.01
329000,1314036,19,19,5.15
330000,1314036,19,19,5.32
331000,1314036,19,19,5.13
332000,1314036,19,19,5.28
333000,1314036,19,19,5.31
334000,1314036,19,19,5.38
335000,1314036,19,19,5.23
336000,1314036,19,19,5.37
337000,1314036,19,19,5.21
338000,1314036,19,19,5.16
339000,1314036,19,19,5.27
340000,1314036,19,19,5.26
341000,1314036,19,19,5.18
342000,1314036,19,19,5.07
343000,1314036,19,19,5.11
344000,1314036,19,19,5.12
345000,1314036,19,19,5.11
346000,1314036,19,19,5.05
347000,1314036,19,19,5.27
348000,1314036,19,19,5.28
349000,1314036,19,19,5.29
350000,1314036,19,19,5.35
351000,1314036,19,19,5.37
352000,1314036,19,19,5.38
353000,1314036,19,19,5.22
354000,1314036,19,19,5.2
355000,1314036,19,19,5.4
356000,1314036,19,19,5.24
357000,1314036,19,19,5.28
358000,1314036,19,19,5.26
359000,1314036,19,19,4.95
360000,1314036,19,19,4.9
361000,1314036,19,19,5.29
362000,1314036,19,19,5.21
363000,1314036,19,19,5.29
364000,1314036,19,19,5.37
365000,1314036,19,19,5.39
366000,1314036,19,19,5.15
367000,1314036,19,19,5.42
368000,1314036,19,19,5.58
369000,1314036,19,19,5.06
370000,1314036,19,19,5.01
371000,1314036,19,19,5.11
372000,1314036,19,19,5.11
373000,1314036,19,19,5.1
374000,1314036,19,19,5.07
375000,1314036,19,19,5.11
376000,1314036,19,19,4.98
377000,1314036,19,19,4.98
378000,1314036,19,19,5.03
379000,1314036,19,19,5.08
380000,1314036,19,19,5.4
381000,1314036,19,19,5.1
382000,1314036,19,19,5.13
383000,1314036,19,19,5.13
384000,1314036,19,19,5.2
385000,1314036,19,19,5.32
386000,1314036,19,19,5.28
387000,1314036,19,19,5.45
388000,1314036,19,19,5.34
389000,1314036,19,19,5.38
390000,1314036,19,19,5.08
391000,1314036,19,19,5.3
392000,1314036,19,19,5.26
393000,1314036,19,19,5.28
394000,1314036,19,19,5.27
395000,1314036,19,19,5.3
396000,1314036,19,19,5.41
397000,1314036,19,19,5.31
398000,1314036,19,19,5.08
399000,1314036,19,19,5.52
400000,1314036,19,19,5.47
401000,1314036,19,19,5.02
402000,1314036,19,19,4.99
403000,1314036,19,19,5.03
404000,1314036,19,19,5.09
405000,1314036,19,19,4.93
406000,1314036,19,19,4.95
407000,1314036,19,19,4.92
408000,1314036,19,19,4.95
409000,1314036,19,19,5.05
410000,1314036,19,19,4.91
411000,1314036,19,19,5.03
412000,1314036,19,19,5.39
413000,1314036,19,19,5.16
414000,1314036,19,19,5.16
415000,1314036,19,19,5.14
416000,1314036,19,19,5.11
417000,1314036,19,19,5.37
418000,1314036,19,19,5.27
419000,1314036,19,19,5.4
420000,1314036,19,19,5.38
421000,1314036,19,19,5.33
422000,1314036,19,19,4.88
423000,1314036,19,19,5.29
424000,1314036,19,19,5.22
425000,1314036,19,19,5.27
426000,1314036,19,19,5.34
427000,1314036,19,19,5.22
428000,1314036,19,19,5.43
429000,1314036,19,19,5.39
430000,1314036,19,19,5.24
431000,1314036,19,19,5.41
432000,1314036,19,19,5.38
433000,1314036,19,19,5.14
434000,1314036,19,19,5.12
435000,1314036,19,19,5.11
436000,1314036,19,19,5.16
437000,1314036,19,19,5.23
438000,1314036,19,19,5.23
439000,1314036,19,19,5.25
440000,1314036,19,19,5.25
441000,1314036,19,19,5.09
442000,1314036,19,19,5.1
443000,1314036,19,19,5.2
444000,1314036,19,19,5.22
445000,1314036,19,19,5.26
446000,1314036,19,19,5.22
447000,1314036,19,19,5.34
448000,1314036,19,19,5.47
449000,1314036,19,19,5.3
450000,1314036,19,19,5.15
451000,1314036,19,19,4.8
452000,1314036,19,19,5.24
453000,1314036,19,19,5.3
454000,1314036,19,19,5.3
455000,1314036,19,19,5.12
456000,1314036,19,19,4.91
457000,1314036,19,19,5.16
458000,1314036,19,19,5.04
459000,1314036,19,19,5.17
460000,1314036,19,19,5.14
461000,1314036,19,19,5.31
462000,1314036,19,19,5.27
463000,1314036,19,19,5.3
464000,1314036,19,19,5.4
465000,1314036,19,19,5.04
466000,1314036,19,19,5.08
467000,1314036,19,19,5.07
468000,1314036,19,19,5.04
469000,1314036,19,19,5.12
470000,1314036,19,19,5.09
471000,1314036,19,19,5.09
472000,1314036,19,19,4.93
473000,1314036,19,19,4.87
474000,1314036,19,19,4.93
475000,1314036,19,19,5.01
476000,1314036,19,19,5.28
477000,1314036,19,19,5.13
478000,1314036,19,19,5.1
479000,1314036,19,19,5.12
480000,1314036,19,19,5.31
481000,1314036,19,19,5.28
482000,1314036,19,19,5.23
483000,1314036,19,19,5.03
484000,1314036,19,19,5.35
485000,1314036,19,19,5.41
486000,1314036,19,19,5.37
487000,1314036,19,19,5.2
488000,1314036,19,19,5.16
489000,1314036,19,19,5.2
490000,1314036,19,19,5.26
491000,1314036,19,19,5.19
492000,1314036,19,19,5.24
493000,1314036,19,19,5.36
494000,1314036,19,19,5.38
495000,1314036,19,19,5.27
496000,1314036,19,19,5.16
497000,1314036,19,19,5.52
498000,1314036,19,19,5.2
499000,1314036,19,19,4.95
500000,1314036,19,19,5.1
501000,1314036,19,19,5.19
502000,1314036,19,19,5.25
503000,1314036,19,19,5.19
504000,1314036,19,19,5.06
505000,1314036,19,19,5.03
506000,1314036,19,19,5.01
507000,1314036,19,19,5.07
508000,1314036,19,19,5.18
509000,1314036,19,19,5.24
510000,1314036,19,19,5.23
511000,1314036,19,19,5.21
512000,1314036,19,19,5.17
513000,1314036,19,19,5.11
514000,1314036,19,19,4.83
515000,1314036,19,19,5.31
516000,1314036,19,19,5.14
517000,1314036,19,19,4.82
518000,1314036,19,19,5.32
519000,1314036,19,19,5.05
520000,1314036,19,19,5.24
521000,1314036,19,19,5.13
522000,1314036,19,19,5.13
523000,1314036,19,19,5.13
524000,1314036,19,19,5.1
525000,1314036,19,19,5.25
526000,1314036,19,19,5.21
527000,1314036,19,19,5.27
528000,1314036,19,19,5.26
529000,1314036,19,19,5.09
530000,1314036,19,19,5.13
531000,1314036,19,19,5.3
532000,1314036,19,19,5.14
533000,1314036,19,19,5.07
534000,1314036,19,19,5.01
535000,1314036,19,19,5.23
536000,1314036,19,19,5.22
537000,1314036,19,19,4.94
538000,1314036,19,19,5.01
539000,1314036,19,19,5.14
540000,1314036,19,19,5.16
541000,1314036,19,19,5.27
542000,1314036,19,19,5.23
543000,1314036,19,19,5.22
544000,1314036,19,19,4.98
545000,1314036,19,19,5.17
546000,1314036,19,19,5.18
547000,1314036,19,19,5.39
548000,1314036,19,19,5.14
549000,1314036,19,19,4.95
550000,1314036,19,19,4.97
551000,1314036,19,19,5.26
552000,1314036,19,19,5.21
553000,1314036,19,19,5.03
554000,1314036,19,19,5.05
555000,1314036,19,19,5.11
556000,1314036,19,19,5.12
557000,1314036,19,19,5.24
558000,1314036,19,19,5.25
559000,1314036,19,19,4.97
560000,1314036,19,19,5.28
561000,1314036,19,19,5.14
562000,1314036,19,19,5.11
563000,1314036,19,19,5.36
564000,1314036,19,19,4.97
565000,1314036,19,19,5.18
566000,1314036,19,19,4.92
567000,1314036,19,19,4.94
568000,1314036,19,19,5.13
569000,1314036,19,19,5.22
570000,1314036,19,19,5.03
571000,1314036,19,19,5.09
572000,1314036,19,19,5.15
573000,1314036,19,19,5.2
574000,1314036,19,19,5.2
575000,1314036,19,19,4.96
576000,1314036,19,19,5.1
577000,1314036,19,19,5.18
578000,1314036,19,19,5.18
579000,1314036,19,19,4.92
580000,1314036,19,19,4.96
581000,1314036,19,19,5.31
582000,1314036,19,19,5.15
583000,1314036,19,19,4.98
584000,1314036,19,19,5.0
585000,1314036,19,19,5.11
586000,1314036,19,19,5.17
587000,1314036,19,19,5.06
588000,1314036,19,19,5.13
589000,1314036,19,19,4.99
590000,1314036,19,19,5.15
591000,1314036,19,19,5.18
592000,1314036,19,19,5.17
593000,1314036,19,19,5.14
594000,1314036,19,19,5.17
595000,1314036,19,19,4.91
596000,1314036,19,19,5.0
597000,1314036,19,19,5.21
598000,1314036,19,19,5.32
599000,1314036,19,19,5.19
600000,1314036,19,19,5.12
601000,1314036,19,19,5.17
602000,1314036,19,19,5.22
603000,1314036,19,19,5.14
604000,1314036,19,19,4.91
605000,1314036,19,19,4.86
606000,1314036,19,19,5.21
607000,1314036,19,19,5.22
608000,1314036,19,19,4.96
609000,1314036,19,19,5.29
610000,1314036,19,19,5.01
611000,1314036,19,19,4.87
612000,1314036,19,19,4.87
613000,1314036,19,19,4.93
614000,1314036,19,19,5.28
615000,1314036,19,19,4.8
616000,1314036,19,19,4.86
617000,1314036,19,19,4.98
618000,1314036,19,19,5.03
619000,1314036,19,19,4.91
620000,1314036,19,19,5.31
621000,1314036,19,19,4.91
622000,1314036,19,19,5.03
623000,1314036,19,19,5.1
624000,1314036,19,19,5.29
625000,1314036,19,19,5.36
626000,1314036,19,19,4.97
627000,1314036,19,19,5.07
628000,1314036,19,19,5.09
629000,1314036,19,19,5.35
630000,1314036,19,19,5.1
631000,1314036,19,19,5.21
632000,1314036,19,19,5.16
633000,1314036,19,19,5.32
634000,1314036,19,19,5.28
635000,1314036,19,19,5.26
636000,1314036,19,19,5.01
637000,1314036,19,19,4.98
638000,1314036,19,19,5.41
639000,1314036,19,19,5.43
640000,1314036,19,19,5.01
641000,1314036,19,19,5.12
642000,1314036,19,19,5.42
643000,1314036,19,19,5.03
644000,1314036,19,19,4.77
645000,1314036,19,19,4.75
646000,1314036,19,19,5.03
647000,1314036,19,19,4.9
648000,1314036,19,19,5.55
649000,1314036,19,19,5.03
650000,1314036,19,19,5.0
651000,1314036,19,19,4.99
652000,1314036,19,19,4.79
653000,1314036,19,19,5.32
654000,1314036,19,19,5.08
655000,1314036,19,19,5.27
656000,1314036,19,19,5.05
657000,1314036,19,19,4.92
658000,1314036,19,19,5.12
659000,1314036,19,19,5.32
660000,1314036,19,19,5.08
661000,1314036,19,19,5.1
662000,1314036,19,19,5.3
663000,1314036,19,19,5.14
664000,1314036,19,19,5.28
665000,1314036,19,19,5.05
666000,1314036,19,19,5.3
667000,1314036,19,19,5.38
668000,1314036,19,19,5.08
669000,1314036,19,19,5.14
670000,1314036,19,19,5.39
671000,1314036,19,19,5.21
672000,1314036,19,19,5.36
673000,1314036,19,19,5.19
674000,1314036,19,19,4.93
675000,1314036,19,19,5.21
676000,1314036,19,19,5.39
677000,1314036,19,19,4.92
678000,1314036,19,19,5.24
679000,1314036,19,19,5.09
680000,1314036,19,19,5.41
681000,1314036,19,19,5.11
682000,1314036,19,19,5.13
683000,1314036,19,19,5.08
684000,1314036,19,19,4.78
685000,1314036,19,19,5.11
686000,1314036,19,19,4.89
687000,1314036,19,19,4.98
688000,1314036,19,19,5.28
689000,1314036,19,19,5.18
690000,1314036,19,19,5.26
691000,1314036,19,19,5.16
692000,1314036,19,19,5.22
693000,1314036,19,19,4.99
694000,1314036,19,19,5.04
695000,1314036,19,19,5.07
696000,1314036,19,19,4.98
697000,1314036,19,19,4.97
698000,1314036,19,19,5.07
699000,1314036,19,19,4.87
700000,1314036,19,19,5.11
