# ref_id x y z occupancy n_extra
393568 -67.69796468 5.31163113 51.61714210 2 1
393572 -64.24087962 5.32991515 51.75325016 2 1
393620 -21.30916999 5.40023411 51.76174664 2 1
393633 -7.25801281 3.59936824 49.88272849 2 1
393914 -5.43329515 -8.94046085 53.56130304 2 1
393919 -1.79868603 -10.69765111 55.31376813 2 1
394004 -71.43919872 -1.78162003 55.39557566 2 1
394005 -67.76423319 -3.53208692 53.42762065 2 1
394006 -66.05685378 -1.70322052 53.54468408 2 1
394012 -64.20110157 -1.86126837 55.28143431 2 1
394073 -7.14215387 -3.60285503 53.48286597 2 1
394083 -69.56019056 -0.05390073 55.28052876 2 1
394089 -64.20709348 0.05650797 53.58473665 2 1
394091 -62.46111907 0.03540090 55.38967096 2 1
394093 -60.61179950 0.13857174 53.66438453 2 1
394096 -60.61938703 1.82770424 55.35632116 2 1
394099 -55.34080634 -0.02300335 55.30180693 2 1
394101 -53.63486889 -0.03619658 53.61438132 2 1
394144 -17.94578415 1.85205581 55.32882289 2 1
394154 -5.29991043 1.78172036 53.65183742 2 1
394173 -60.50773459 3.61990542 53.56775502 2 1
394313 -7.10761126 7.29307737 53.51479534 2 1
394522 -69.70180057 -5.17612571 57.09084722 2 1
394524 -71.43693904 -5.20347091 58.99495388 2 1
394602 -69.66022009 -1.76915989 56.99033041 2 1
394603 -69.58557263 -3.57740650 58.86587823 2 1
394608 -67.68905110 -1.72230594 58.87735527 2 1
394618 -55.36123188 -1.63865419 57.21114084 2 1
394673 -7.16487519 -3.53871176 57.09966690 2 1
394675 -5.46718471 -3.60535544 58.82230245 2 1
394682 -69.60551733 1.73745620 57.02116047 2 1
394688 -67.80680404 1.79083763 58.83559946 2 1
394689 -64.28058092 -0.06480375 57.06667653 2 1
394693 -60.71742673 0.06095043 57.18337473 2 1
394698 -55.31038289 1.73668650 57.19271229 2 1
394699 -55.33156296 0.06542857 59.03554372 2 1
394739 -19.65815276 -0.09796963 58.95707411 2 1
394744 -17.94762692 1.89103625 58.92436633 2 1
394755 -5.37344931 0.01083381 58.94592688 2 1
394767 -66.07666985 3.60080098 58.93085974 2 1
394771 -62.43986926 3.66659086 59.02571934 2 1
394780 -57.12815276 5.32163911 58.88649598 2 1
394817 -21.34700380 3.69795514 57.06028988 2 1
394895 -23.18357013 7.31738643 59.00683785 2 1
395118 -1.81039956 -8.87798937 60.73136547 2 1
395122 -69.55840471 -5.27594509 60.75655585 2 1
395202 -69.59258249 -1.90458882 60.66416717 2 1
395204 -71.29094385 -1.83600964 62.51844433 2 1
395207 -66.00255558 -3.44155038 62.42876845 2 1
395279 -1.85615753 -3.53379158 62.45298515 2 1
395282 -69.55414025 1.72076524 60.66523353 2 1
395287 -66.02299245 0.04978876 62.39111198 2 1
395289 -64.30992870 -0.02997141 60.62425462 2 1
395290 -62.52509829 1.70273614 60.69071928 2 1
395291 -62.65833258 0.08471047 62.56824002 2 1
395294 -59.01444986 1.83891039 60.68988293 2 1
395296 -60.85675207 1.76167554 62.56309851 2 1
395347 -12.51259861 0.04241780 62.38247284 2 1
395359 -1.87482849 0.06976102 62.43860455 2 1
395365 -67.74306420 3.65042852 60.70901844 2 1
395372 -64.23858934 5.30367329 62.44885083 2 1
395375 -59.03934758 3.60540463 62.40618347 2 1
395377 -57.26910316 3.64170970 60.74770773 2 1
395378 -55.34331625 5.33849134 60.60686382 2 1
395379 -55.39922605 3.61856941 62.56809092 2 1
395383 -51.91593801 3.69066008 62.58974370 2 1
395726 -66.06955539 -5.30828134 64.16550579 2 1
395806 -66.13227156 -1.81396912 64.29532785 2 1
395879 -1.85364943 -3.55509536 66.08570485 3 2
395882 -69.49510876 1.82371352 64.26354986 2 1
395883 -69.56690117 -0.06791416 66.01780880 2 1
395886 -66.08118045 1.82105825 64.29234003 2 1
395888 -67.85309045 1.80842428 66.13507909 2 1
395898 -55.32339922 1.78885952 64.38409964 2 1
395966 -65.99139012 5.42623997 64.25010109 2 1
395967 -65.93857784 3.61491573 66.02970959 2 1
395970 -62.49558873 5.37084832 64.30737662 2 1
395971 -62.51686856 3.57476137 66.04827145 2 1
395975 -59.01484073 3.57206964 66.06858175 2 1
395979 -55.42040209 3.73023994 65.97293892 2 1
395981 -53.69378307 3.56221978 64.33669982 2 1
396378 -19.60968494 -5.44474644 67.86964806 2 1
396393 -7.07221561 -7.17270242 67.89259093 2 1
396395 -5.34628118 -7.03469398 69.67028785 2 1
396400 -3.64658598 -5.30998247 69.62881918 2 1
396406 -66.14103944 -1.81586189 67.87483235 2 1
396459 -19.58765188 -3.59060470 69.68720338 2 1
396468 -14.20675094 -1.83751928 69.61623547 2 1
396486 -66.10681081 1.77384551 67.79539712 2 1
396494 -59.07657127 1.77385331 67.85324716 2 1
396495 -59.03870177 0.13952630 69.71242260 2 1
396567 -66.08787988 3.50886251 69.46051773 2 1
396569 -64.24977159 3.61747215 67.78677077 2 1
396576 -60.61119620 5.31557303 69.68625590 2 1
396577 -57.23913149 3.50838867 67.82674540 2 1
401861 -53.70227584 14.29375892 -39.26232484 2 1
402409 -64.26109964 14.33264212 -35.62455553 2 1
404151 -8.90415783 14.25019768 -23.20031251 2 1
404225 -14.35608284 17.91844114 -24.89316745 2 1
404692 -28.74275032 16.22993105 -19.60175801 2 1
404708 -14.38777175 16.04750246 -19.71039823 2 1
404711 -8.96589395 14.22185860 -19.60778626 2 1
404714 -5.46496873 16.17456176 -21.33007927 2 1
404717 -3.52339755 14.29284595 -21.49662331 2 1
404936 -25.11839526 26.93464335 -19.69601023 2 1
405255 -23.28392691 14.46029387 -16.04142891 2 1
405270 -9.05401669 16.00889109 -17.87794571 2 1
405274 -5.48760555 16.08281086 -17.95907890 2 1
405278 -1.64134810 16.15019855 -17.99199156 2 1
405335 -23.22148407 17.81345384 -16.14893994 2 1
405353 -7.18644882 17.89505095 -17.92161243 2 1
405435 -5.34775583 21.48393219 -16.04235498 2 1
405440 -3.63761081 23.33742635 -16.17557449 2 1
405909 -10.72809124 17.87278072 -14.32349662 2 1
405913 -7.16965710 17.88432920 -14.24502724 2 1
406387 -12.53446697 14.21565375 -8.92575103 2 1
406389 -10.71219111 14.33999369 -10.73212217 2 1
406473 -7.25163572 17.82954834 -10.67798127 2 1
406557 -3.64821492 21.50935474 -10.70086156 2 1
406633 -7.14218422 24.95001354 -10.73306753 2 1
406715 -5.50577721 28.55917166 -8.96748555 2 1
406717 -3.65909085 28.54597111 -10.84594540 2 1
406948 -14.30156489 16.11455392 -5.29917276 2 1
406953 -7.00212674 14.34516270 -7.17297215 2 1
407024 -17.85965459 19.64236424 -5.25306298 2 1
407117 -3.53534526 21.44383881 -7.12556782 2 1
407181 -17.87290211 24.99422136 -7.19643656 2 1
407198 -1.85482605 26.81916543 -7.20347684 2 1
407455 -58.92076437 14.26606955 -1.68464174 2 1
407479 -37.57453589 14.24511139 -1.83685179 2 1
407569 -28.62973071 17.87971626 -3.55253755 2 1
408029 -46.50304293 14.22058689 0.01974679 2 1
408071 -9.00523657 14.35003920 1.66863307 2 1
408120 -39.30758431 19.56754340 1.69956162 2 1
408571 -62.47345811 14.29747287 5.51720932 2 1
408573 -60.77468250 14.27323039 3.63870026 2 1
408575 -59.07029672 14.24685253 5.44935097 2 1
408763 -33.91555661 21.43456149 5.38808254 2 1
409133 -60.68330311 14.37289794 7.15705228 2 1
409134 -58.88187316 16.18918240 7.17926498 2 1
409139 -55.47260665 14.28056587 9.00543294 2 1
409187 -12.61714021 14.29092282 8.99328765 2 1
409699 -55.28882895 14.34455541 12.42741024 2 1
409701 -53.58826318 14.26214921 10.79304861 2 1
409703 -51.87396923 14.28215904 12.50733106 2 1
409704 -53.69803456 16.16118230 12.55155735 2 1
409705 -50.05276418 14.32659131 10.82080710 2 1
412548 -14.32609108 16.16383951 30.42344563 2 1
412552 -10.67913433 16.24219904 30.57399576 2 1
412632 -10.79351968 19.72552897 30.34924545 2 1
413101 -17.85605467 14.33089767 32.33629835 2 1
413102 -16.16753473 16.15466510 32.08490703 2 1
413104 -17.78174053 16.15790325 34.01630031 2 1
413183 -16.10675475 17.98762154 33.90063752 2 1
413661 -17.78955691 14.22389191 35.71172818 2 1
413671 -8.95205846 14.34612516 37.54101934 2 1
413752 -10.77673519 19.69334198 37.41306199 2 1
413757 -3.56615272 17.92007251 35.66274874 2 1
414234 -5.31419777 16.14038524 39.23175863 2 1
414313 -7.21166672 17.86632133 39.32986540 2 1
414790 -8.93729510 16.17709054 42.75646847 2 1
414799 -1.78549658 14.41849096 44.73459898 2 1
415355 -5.32320766 14.34046622 48.30045625 2 1
420879 -1.71076007 57.10627081 -62.59315455 2 1
428800 -1.78409776 64.21579997 -16.06486693 2 1
429399 -3.54072787 64.24725991 -14.23061524 2 1
429400 -1.68419103 64.31434836 -12.49075312 2 1
429958 -1.72476500 62.45611032 -10.70200098 2 1
429959 -1.65053826 60.60462006 -8.92314347 2 1
439000 -1.75482842 64.15181127 44.57445632 2 1
439600 -1.79132136 64.34013854 48.13684742 2 1
440078 -1.73146438 58.97329625 50.00483472 2 1
440159 -1.76505387 60.77421359 51.80961356 2 1
440678 -1.71430487 58.96486907 53.51995867 2 1
441793 -7.13051221 53.64062849 60.70457383 2 1
442598 -5.24973331 64.33856211 66.14724733 2 1
443239 -1.81035358 66.05344976 -71.29944756 2 1
445078 -1.80521424 73.19951857 -60.50981944 2 1
445479 -1.77610568 65.97762937 -57.14519405 2 1
445558 -1.82677791 69.61993716 -57.09322541 2 1
445560 -3.53813639 69.61025266 -55.21495160 2 1
446200 -3.42752739 73.08842004 -51.68738401 2 1
446278 -1.76429892 76.74778082 -53.63713443 2 1
446279 -1.72429822 74.93494092 -51.80027076 2 1
446599 -1.78555949 66.03079775 -49.88054311 2 1
446919 -1.68759784 78.56470997 -48.16688142 2 1
451639 -1.78795865 66.04548489 -17.72178042 2 1
451716 -7.02815160 69.69747776 -16.05061657 2 1
451717 -3.47694769 67.79737156 -17.86439981 2 1
451718 -1.78599811 69.51874617 -17.82423721 2 1
451720 -3.53199973 69.67468431 -16.03967096 2 1
451797 -3.47844810 71.43499645 -17.81941937 2 1
452200 -3.54177472 65.97187007 -12.40744785 2 1
452276 -7.06605012 69.69882195 -12.56032757 2 1
452277 -3.52357693 67.82806368 -14.18199545 2 1
452278 -1.69998460 69.58777011 -14.26667048 2 1
452279 -1.58289969 67.72292276 -12.47341443 2 1
452280 -3.45271095 69.59282521 -12.51741912 2 1
452354 -5.30093094 73.09016514 -14.33621224 2 1
452355 -5.39645051 71.45654315 -12.53147787 2 1
452357 -3.50502716 71.33699230 -14.25822170 2 1
452755 -8.91619885 65.98701595 -10.75016170 2 1
452757 -5.30366297 66.00517061 -10.60604386 2 1
452835 -5.28791309 67.89579299 -8.95192918 2 1
452837 -3.58838402 67.88027307 -10.68269196 3 2
452839 -1.64679021 67.85031382 -9.00003640 2 1
452840 -3.55925981 69.70311124 -8.99559605 2 1
461239 -1.80589553 67.82172887 44.56165027 2 1
461719 -1.70461360 66.00683217 46.37290819 2 1
461798 -1.69629370 69.49700285 46.33181446 2 1
462279 -1.77638267 66.00546110 50.11040513 3 2
462358 -1.71561612 69.49007614 49.90779676 2 1
560364 35.63413169 -73.29588034 -69.60307864 2 1
560438 34.04437768 -69.63146548 71.32838858 2 1
560439 33.99967864 -71.36921210 -69.59763044 2 1
560442 37.42619631 -69.44358334 71.29485619 2 1
560514 30.41945670 -66.09329102 71.38005233 2 1
560515 30.48946449 -67.81213730 -69.67592322 2 1
560521 35.61519916 -67.77071159 71.38807632 2 1
560914 30.38802552 -73.24849491 -67.82006939 2 1
560995 30.40240937 -71.43410684 -66.14197460 2 1
560996 28.63351423 -69.66886195 -66.04145708 2 1
560998 33.82699738 -69.59454338 -67.80385996 2 1
560999 33.98351034 -71.45367332 -66.10508410 2 1
561000 32.22731664 -69.46918817 -66.09842414 2 1
561080 32.33645238 -66.12021501 -66.06536703 2 1
561084 35.67460256 -65.99365372 -66.02032753 2 1
561316 28.52350844 -80.25340102 -62.59010934 2 1
561390 26.78295294 -76.78228937 -64.17783456 2 1
561391 26.81237914 -78.58986179 -62.41685850 2 1
561395 30.35216905 -78.64789152 -62.47768742 2 1
561400 31.99390472 -76.82696495 -62.53521307 2 1
561475 30.30578845 -74.98510642 -62.54764797 2 1
561479 33.82396863 -75.07704490 -62.56796084 2 1
561552 24.91765118 -69.74667890 -62.37678274 2 1
561553 28.59087656 -71.50290191 -64.32538608 2 1
561559 33.90539264 -71.49555679 -62.52147018 2 1
561631 26.75745716 -67.95647590 -62.46764190 2 1
561635 30.38703888 -67.90635079 -62.54354431 2 1
561637 32.20861675 -67.82357127 -64.31979905 2 1
561876 28.50225448 -80.36210735 -58.98304031 2 1
561951 26.77336371 -78.38314826 -58.89168578 2 1
561956 28.56594558 -76.76355426 -58.86970244 2 1
562027 23.22355479 -74.88489163 -58.82524625 2 1
562030 26.80231820 -73.23156881 -60.72877101 2 1
562031 26.86172324 -75.00090451 -58.90388635 2 1
562032 25.03714212 -73.21477101 -58.82261605 2 1
562033 28.57273155 -74.97730022 -60.74341646 2 1
562034 30.35299859 -73.14004902 -60.82126813 2 1
562038 33.81941890 -73.29666119 -60.74806770 2 1
562106 23.15030759 -69.62208534 -60.53775838 2 1
562109 24.88551349 -71.39099987 -60.69101091 2 1
562113 28.50612555 -71.39781443 -60.82672164 2 1
562114 30.35453607 -69.68631761 -60.66731342 2 1
562188 21.50303648 -66.14989965 -58.78198491 2 1
562189 25.02711259 -67.90533157 -60.68667110 2 1
562194 30.35588098 -66.07308086 -60.74820567 2 1
562196 28.51867665 -66.13770647 -58.96062044 2 1
562198 33.92204425 -65.99461265 -60.60438802 2 1
562509 24.92870620 -78.47181104 -57.13768228 2 1
562510 26.82263877 -76.66470728 -57.18643901 2 1
562512 25.02881979 -76.80802180 -55.30765379 2 1
562585 21.44181319 -74.97083716 -56.99562973 2 1
562588 21.35412492 -73.26614897 -55.27147275 2 1
562592 25.00281088 -73.17979412 -55.35252049 2 1
562596 28.54187323 -73.19021675 -55.39866310 2 1
562664 17.79399690 -69.76454982 -55.32491213 2 1
562665 21.32410954 -71.39119461 -57.07034440 2 1
562666 23.16827330 -69.56667834 -57.08863742 2 1
562671 26.85830708 -71.39692280 -55.53410545 2 1
562676 28.66244316 -69.51816766 -55.46618263 2 1
562747 23.16966390 -67.87973846 -55.40838967 2 1
562749 25.07890972 -67.85450457 -57.18122205 2 1
562750 26.85606846 -66.05393052 -57.06690648 2 1
562755 30.38470988 -67.86608785 -55.49681323 2 1
563226 23.09048451 -69.56280324 -53.58391297 2 1
563227 23.06570107 -71.41641608 -51.88320653 2 1
563305 21.29214984 -67.81958735 -53.52427915 2 1
563306 23.26309136 -65.93291408 -53.57381780 2 1
563850 9.07280567 -66.07039208 -50.02704699 2 1
563859 16.08068349 -67.76537448 -48.15859348 2 1
564410 9.01041617 -65.98316486 -46.44549133 2 1
564411 8.86333563 -67.78995547 -44.67667000 2 1
564413 10.65537103 -67.84629424 -46.50692751 2 1
564418 16.03415158 -66.11246539 -46.41654888 2 1
564419 16.11958300 -67.70455104 -44.58639007 2 1
564420 14.15384429 -65.94503576 -44.70484766 2 1
564421 17.92965511 -67.81719487 -46.56740698 2 1
564893 10.66681262 -71.28673386 -42.97033037 2 1
564895 12.38071271 -71.34528628 -41.21626843 2 1
564898 16.01175553 -69.55896467 -42.88246362 2 1
564966 5.29911667 -65.97449436 -42.93859970 2 1
564970 8.96961908 -65.99356376 -42.98148523 2 1
564974 12.42852745 -65.92125533 -42.90768181 2 1
564975 12.44784332 -67.80060699 -41.20042718 2 1
564976 10.62864439 -66.07554711 -41.17733727 2 1
565448 3.47750452 -69.64646481 -37.55982425 2 1
565453 10.71564032 -71.42337553 -39.32199694 2 1
565455 12.46903511 -71.48090235 -37.55139759 2 1
565456 10.72919826 -69.66534820 -37.56310231 2 1
565530 8.90164158 -66.10257008 -39.44744720 2 1
565533 10.66432830 -67.83623693 -39.46021682 2 1
565536 10.68557795 -66.06392017 -37.52509219 2 1
565936 10.70892925 -73.34031091 -33.95265637 2 1
566005 3.68063483 -71.47134806 -35.77971119 2 1
566009 7.23566310 -71.44926566 -35.77565758 2 1
566011 8.98124568 -71.45510784 -34.08227698 2 1
566012 7.17189942 -69.71000177 -34.06512840 2 1
566013 10.80706062 -71.45137556 -35.77062110 2 1
566081 0.01925792 -67.94087529 -35.70633884 2 1
566086 5.35637331 -66.07209701 -35.74320943 2 1
566483 2.01224827 -75.03925349 -30.38338351 2 1
566486 5.50547221 -73.19202414 -32.20299537 2 1
566494 12.46398101 -73.13296303 -32.15822367 2 1
566496 10.69543340 -73.39516544 -30.42919191 2 1
566571 9.09015504 -71.45399264 -30.38327879 2 1
566574 12.30935528 -69.64325917 -32.24422980 2 1
566642 1.77909230 -66.09519808 -31.99151408 2 1
566647 5.45906345 -67.92446231 -30.38263366 2 1
566650 8.81651640 -66.06997565 -32.23661407 2 1
567046 5.39397865 -73.17884422 -28.45722809 2 1
567050 8.90918723 -73.24202412 -28.65433146 2 1
567127 5.40519815 -71.51521878 -26.76169609 2 1
567131 8.91064825 -71.54678932 -26.74941246 2 1
567205 3.71685908 -68.01544588 -28.71031916 2 1
567207 5.36215526 -67.90820202 -26.83102122 2 1
567208 3.69841789 -66.09113215 -26.71554021 2 1
567209 7.11890195 -67.90745532 -28.58839316 2 1
567685 3.57959082 -71.47975587 -25.10134507 2 1
567688 3.54255100 -69.63187592 -23.25833375 2 1
567689 7.16785022 -71.54427657 -24.96300573 2 1
567692 7.11470964 -69.62226629 -23.21286086 2 1
567762 1.70806102 -66.05505117 -25.10911601 2 1
567763 1.83368079 -67.81150089 -23.24121551 2 1
567765 3.68423066 -67.82185296 -25.08526499 2 1
568162 1.93275194 -73.23871289 -21.58693310 2 1
568244 0.05601953 -69.76162177 -19.63534332 2 1
568247 5.44641679 -71.41259666 -19.61893942 2 1
568248 3.63341905 -69.65701379 -19.66214705 2 1
568322 1.70596101 -66.08765309 -21.49743460 2 1
568325 3.42168021 -67.86228992 -21.43168895 2 1
568802 1.75214664 -69.63017578 -17.89688128 2 1
568803 1.80764501 -71.48177071 -16.08419625 2 1
568805 3.62475131 -71.33343771 -17.69852055 2 1
568807 5.32029051 -71.40586965 -15.99948413 2 1
568882 1.66506451 -65.99705787 -17.76530657 2 1
568883 1.75653621 -67.84054218 -16.11894518 2 1
568884 -0.10335871 -66.05346873 -16.11681586 2 1
569282 1.87183694 -73.21251105 -14.30471653 2 1
569286 5.39194297 -73.18748607 -14.25533968 2 1
569287 5.32976943 -74.93464882 -12.41715452 2 1
569367 5.35231354 -71.41419990 -12.53649936 2 1
569368 3.56016975 -69.63455328 -12.54559606 2 1
569441 -0.10515563 -67.88312238 -14.31886278 2 1
569443 1.73913772 -67.80040605 -12.59222256 2 1
569444 -0.03158671 -65.97975537 -12.47857380 2 1
569445 3.53327573 -67.82971893 -14.27457445 2 1
569846 5.27606028 -73.19546803 -10.69653712 2 1
569848 3.52818822 -73.14652912 -9.01760121 2 1
569849 7.13809443 -74.89906712 -10.76792901 2 1
569925 3.72983926 -71.35589945 -10.76014689 2 1
569928 3.46403365 -69.56574224 -8.98151948 2 1
569931 8.75248213 -71.49784506 -9.00851806 2 1
570001 0.05523386 -67.81177075 -10.80747029 2 1
570003 1.68231158 -67.68894179 -9.02058997 2 1
570005 3.46324498 -67.75046166 -10.79567832 2 1
570485 3.51300132 -71.32585771 -7.16796614 2 1
570487 5.27865773 -71.38024845 -5.48520654 2 1
570488 3.41016696 -69.46136683 -5.41119715 2 1
570489 7.14645528 -71.49303156 -7.16600913 2 1
570562 1.69343460 -66.04578723 -7.30369831 2 1
570564 0.04579575 -66.05467742 -5.39862736 2 1
570565 3.52440626 -67.85629602 -7.23062826 2 1
570568 3.55048716 -66.02895815 -5.49857174 2 1
571046 5.21881802 -69.52001551 -3.66945457 2 1
571125 3.57237170 -67.64657934 -3.63750862 2 1
581722 37.46826327 -69.62793564 64.30589012 2 1
581724 35.75607536 -69.51861397 66.08214912 2 1
581801 35.66265589 -67.80187386 64.25876604 2 1
581802 37.51880738 -65.97988240 64.21206314 2 1
581804 35.72764991 -65.92546985 66.04486205 2 1
581805 39.28285287 -67.88248765 64.15212861 2 1
581806 41.02325827 -66.00478651 64.19782264 2 1
582204 35.63212835 -73.16807178 69.59142399 2 1
582277 32.17656715 -71.37797858 68.00295743 2 1
582281 35.68454557 -71.34107685 67.83813808 2 1
582355 30.30938623 -67.85912946 69.70707998 2 1
582360 32.18421257 -66.10582729 69.68439131 2 1
582361 35.74344890 -67.76946998 67.84458148 2 1
582364 35.66099201 -66.05053711 69.70856698 2 1
582365 39.25241556 -67.76313075 67.70821738 2 1
582368 39.17301041 -66.07347438 69.56388235 2 1
582423 19.76719588 -64.24049116 -69.51222462 2 1
582434 30.40313152 -62.44023828 71.39345469 2 1
582437 32.14648487 -64.19469117 71.39990597 2 1
582444 35.78979334 -62.33766702 -69.76344093 2 1
582519 33.88879294 -60.63556410 -69.65236063 2 1
582521 35.79118179 -60.60954291 71.31169115 2 1
582524 35.76699793 -58.85294362 -69.68647629 2 1
582599 33.93866358 -57.22059213 -69.74104225 2 1
582600 32.21139215 -55.43061635 -69.67102040 2 1
582602 37.42773209 -55.32702633 71.36057880 2 1
582605 39.18242279 -57.06541000 71.31349643 2 1
582606 41.01161190 -55.32827281 71.38271439 2 1
582682 37.39841750 -51.81586577 71.38202764 2 1
582683 37.41732050 -53.51942069 -69.59743955 2 1
582685 39.23874977 -53.58195686 71.38112963 2 1
582686 41.05828178 -51.78773473 71.35177490 2 1
582763 37.47187053 -49.91343165 -69.61742860 2 1
583035 30.33479449 -64.27320038 -65.99231462 2 1
583039 33.90831474 -64.20789258 -65.98197837 2 1
583118 33.82806423 -58.82755935 -67.98733735 2 1
583119 33.77672523 -60.69916826 -66.18144981 2 1
583123 37.45884553 -60.55759391 -66.03964199 2 1
583197 32.04838745 -57.07845182 -67.90482108 2 1
583202 37.38371058 -55.25825807 -67.86709129 2 1
583205 39.20593006 -57.06574100 -67.88190842 2 1
583271 26.85587921 -53.52105023 -66.02723811 2 1
583276 28.58972752 -51.75502247 -66.11323735 2 1
583283 37.45634076 -53.47933095 -66.05895523 2 1
583284 35.72177794 -51.76920931 -66.18394461 2 1
583288 39.20255284 -51.65661837 -66.13408622 2 1
583359 33.91591057 -49.98594313 -66.09537697 2 1
583361 35.58563709 -50.00282179 -67.88791167 2 1
583362 37.45844734 -48.14880168 -67.86533067 2 1
583364 35.69368979 -48.22019081 -65.96134058 2 1
583438 34.03835446 -44.52593844 -67.91102913 2 1
583439 33.85683809 -46.47704016 -66.10127329 2 1
583440 32.27529701 -44.68863337 -66.02678598 2 1
583441 35.67715841 -46.44419295 -67.86851581 2 1
583634 30.36975299 -62.56029516 -64.28155743 2 1
583635 30.33011610 -64.30535938 -62.59698067 2 1
583638 33.89969618 -62.59025648 -64.33340592 2 1
583715 30.31898542 -60.62776963 -62.49240493 2 1
583719 34.01418694 -60.67332822 -62.53385093 2 1
583783 19.55101913 -57.01116574 -62.46366427 2 1
583784 17.84893561 -55.30008945 -62.54375784 2 1
583802 37.52274081 -55.19123794 -64.26768388 2 1
583804 35.67388466 -55.21217854 -62.55230226 2 1
583865 21.41300929 -53.56424215 -64.26028082 2 1
583879 33.82943280 -53.53191626 -62.64294962 2 1
583881 35.60753358 -53.52130627 -64.33704339 2 1
583884 35.63789780 -51.71783049 -62.45845121 2 1
583955 30.34406029 -49.96904709 -62.45515016 2 1
583958 33.88248211 -48.21972755 -64.30324392 2 1
583959 33.86773902 -49.96323078 -62.54611936 2 1
583960 32.11729031 -48.10796148 -62.45072945 2 1
584037 32.21302605 -46.44717890 -64.30217027 2 1
584226 23.32371988 -62.43443149 -60.69076146 2 1
584236 28.56786638 -62.57392757 -58.96840201 2 1
584239 33.79349711 -64.27378605 -58.92117422 2 1
584298 16.20527773 -58.93195154 -60.59385370 2 1
584307 23.25579478 -60.71533641 -58.87315403 2 1
584313 28.51530408 -60.60287539 -60.73499434 2 1
584314 30.37478803 -58.78179676 -60.78037271 2 1
584322 37.42521136 -58.84049092 -60.74215131 2 1
584324 35.63683215 -58.82906894 -59.05694243 2 1
584375 12.51571895 -57.16943476 -58.84415120 2 1
584398 33.81862893 -55.33977788 -60.80066962 2 1
584399 33.78350012 -57.06123276 -58.90580523 2 1
584400 32.07169120 -55.37701415 -59.02857500 2 1
584401 35.63574044 -57.09899559 -60.80524735 2 1
584459 16.08756000 -53.53453614 -58.88811822 2 1
584461 17.89328704 -53.49897919 -60.80059789 2 1
584480 32.19396450 -51.73604539 -58.90389230 2 1
584641 35.52113905 -46.41703997 -60.71861799 2 1
584826 23.29548318 -62.56136429 -57.11349088 2 1
584827 23.29567150 -64.34911797 -55.42677031 2 1
584831 26.82703505 -64.33377166 -55.34529784 2 1
584833 28.60183598 -64.22173070 -57.09688924 2 1
584837 32.16606752 -64.21821956 -57.10660288 2 1
584838 33.90304952 -62.46914178 -57.15812215 2 1
584894 12.50648336 -58.87748581 -57.08151793 2 1
584914 30.41149663 -58.86302521 -57.14507242 2 1
584980 14.29860926 -55.34120003 -55.28394733 2 1
584993 28.57354377 -57.18496106 -57.12401536 2 1
584994 30.44595647 -55.37772901 -57.23100650 2 1
584999 33.95328692 -57.08967406 -55.56356585 2 1
585004 35.63224545 -55.31411614 -55.56441684 2 1
585064 17.72111491 -51.67756027 -55.35663563 2 1
585079 33.93527446 -53.51697150 -55.35346873 2 1
585139 16.06605754 -49.91953606 -55.27467926 2 1
585142 19.64194556 -48.21563299 -57.16597876 2 1
585416 10.88479982 -62.51522214 -51.78197080 2 1
585431 26.85007181 -64.20933560 -51.87594162 2 1
585493 10.73929282 -60.63892454 -53.56329796 2 1
585496 10.77424519 -58.86825626 -51.79855484 2 1
585513 28.57033815 -60.69777412 -53.51261474 2 1
585514 30.29975314 -58.85169089 -53.58143751 2 1
585517 32.07932708 -60.62696765 -53.63806952 2 1
585658 16.12390499 -51.74673519 -53.50348233 2 1
585659 16.10546017 -53.66768834 -51.91867320 2 1
585739 16.03246061 -49.99484694 -51.75423318 2 1
585822 19.57186864 -44.63983787 -53.51866626 2 1
585824 17.84055456 -44.52281013 -51.65029140 2 1
586010 9.02216412 -62.43559965 -49.99186574 2 1
586015 12.50238148 -64.37895478 -48.28578045 2 1
586016 10.80522465 -62.47944434 -48.25076341 2 1
586091 9.11620140 -60.71484382 -48.35142994 2 1
586174 12.48928183 -55.31327436 -49.96459743 2 1
586260 14.13964478 -51.74810010 -48.28300216 2 1
586337 14.28436837 -50.07380856 -49.93650103 2 1
586419 15.97772107 -46.32242459 -48.15043238 2 1
586420 14.26566120 -44.60141089 -48.10077306 2 1
586501 17.76222320 -42.78926922 -49.91462750 2 1
586570 16.04805817 -39.18045905 -48.15278903 2 1
586611 8.96390643 -64.18559714 -44.70412158 2 1
586691 8.94078539 -60.72834914 -44.68558081 2 1
586693 10.66762145 -60.66951878 -46.49313022 2 1
586851 8.95292036 -53.52306962 -44.58201651 2 1
586853 10.72435443 -53.64855420 -46.44952457 2 1
586855 12.47718988 -53.53629595 -44.62361906 2 1
586857 14.34475774 -53.51498273 -46.55960866 2 1
586934 12.54557924 -48.25279169 -46.21504723 2 1
587019 16.00033819 -46.39139246 -44.64025932 2 1
587020 14.27296938 -44.67681840 -44.49040548 2 1
587095 12.50381019 -42.78576307 -44.66128842 2 1
587097 14.31837801 -42.83446841 -46.41405074 2 1
587169 14.32066932 -39.13487903 -46.41307569 2 1
587206 5.48911449 -62.34652982 -42.94426227 2 1
587210 9.03022674 -62.45895071 -42.91021578 2 1
587216 10.63063732 -62.47784825 -41.01587640 2 1
