# id type x y z dist_to_ref defect_prob defect_type
46 1 -15.49000000 18.86230000 19.98840000 0.11891914 0.33547180 Lattice
47 1 12.33790000 -32.10080000 11.73610000 0.61041618 0.99997893 Unknown
48 1 30.58150000 -13.77880000 -4.24527000 0.12541608 0.36526812 Lattice
49 1 3.17438000 23.41000000 -22.72420000 0.11392353 0.31275425 Lattice
50 1 15.14680000 10.01050000 -27.00680000 0.11466546 0.31611429 Lattice
51 1 24.00070000 1.73371000 17.36970000 0.11929616 0.33719432 Lattice
52 1 32.71660000 -0.97735700 -3.97229000 0.11594240 0.32190935 Lattice
53 1 27.93430000 11.70560000 1.23794000 0.11837720 0.33299759 Lattice
54 1 28.39700000 -5.87789000 8.72711000 0.11609902 0.32262113 Lattice
55 1 18.72090000 -21.24720000 -13.16840000 0.63368397 0.99999087 Unknown
56 1 30.58020000 10.75870000 13.97130000 0.09509934 0.22999334 Lattice
57 1 21.93760000 6.22020000 -23.85280000 0.08463430 0.18698041 Lattice
58 1 29.18660000 4.91279000 16.06660000 0.11916139 0.33657846 Lattice
59 1 20.42810000 20.72160000 17.58120000 0.12029605 0.34176716 Lattice
60 1 25.48550000 -5.27439000 22.03640000 0.11576677 0.32111141 Lattice
61 1 25.38590000 20.02500000 11.38330000 0.12598095 0.36786758 Lattice
62 1 10.42630000 30.45510000 -1.72492000 0.13456591 0.40743604 Lattice
63 1 23.70180000 11.31750000 -20.25550000 0.10810266 0.28660149 Lattice
64 1 10.19400000 -19.10390000 -25.73100000 0.83195567 1.00000000 Unknown
65 1 2.68411000 -29.66960000 -14.81440000 0.47211707 0.99840575 Unknown
66 1 26.98960000 -19.68760000 3.78865000 0.12172292 0.34830335 Lattice
67 1 13.54380000 7.54676000 29.12840000 0.11037936 0.29678302 Lattice
68 1 20.57560000 3.53918000 22.21960000 0.11258807 0.30672018 Lattice
69 1 8.84456000 -8.59417000 26.86070000 0.12035603 0.34204167 Lattice
70 1 29.31050000 5.10628000 3.02075000 0.11091323 0.29917982 Lattice
71 1 7.85065000 -23.38170000 14.63830000 0.64781108 0.99999459 Unknown
72 1 7.38110000 27.58110000 16.69920000 0.12073847 0.34379250 Lattice
73 1 20.99510000 -21.29900000 -6.13108000 0.13416193 0.40557413 Lattice
74 1 8.43927000 -27.59370000 -11.15880000 0.75749161 0.99999994 Unknown
75 1 24.31640000 -18.91530000 -8.91550000 0.10703999 0.28187249 Lattice
76 1 8.32042000 -2.40016000 -31.26980000 0.11189235 0.30358415 Lattice
