# id type pc1 pc2 pc3 dist_to_ref defect_type
8278 1 -0.10517494 -0.04237138 0.00913470 0.11404500 Lattice
8279 1 -0.10621996 -0.04508181 0.01255029 0.11619103 Lattice
8280 1 -0.10545148 -0.04381471 0.01072080 0.11487509 Lattice
8281 1 -0.09069572 -0.04937738 0.01467122 0.10550114 Lattice
8282 1 -0.09611253 -0.04965180 0.01672554 0.11004932 Lattice
8283 1 -0.07748606 -0.03083143 0.01613071 0.08850416 Lattice
8284 1 -0.10449202 -0.04251351 0.01150153 0.11350168 Lattice
8285 1 -0.10590125 -0.05488279 0.03186790 0.12799712 Lattice
8286 1 0.39167776 -0.14678808 0.10864023 0.62133441 Unknown
8287 1 0.09792898 -0.19705764 0.12231758 0.40524873 Unknown
8288 1 -0.10445494 -0.04297995 0.01510519 0.11453894 Lattice
8289 1 -0.10102449 -0.03811011 0.00615278 0.10861031 Lattice
8290 1 -0.10875690 -0.05102326 0.01727557 0.12144132 Lattice
8291 1 -0.10507339 -0.03908544 0.00525148 0.11308158 Lattice
8292 1 -0.10859936 -0.04951658 0.01663500 0.12059499 Lattice
8293 1 -0.10575500 -0.04415878 0.01031277 0.11528688 Lattice
8294 1 -0.10517640 -0.04219676 0.00986048 0.11402076 Lattice
8295 1 -0.10823965 -0.04856712 0.01555175 0.11972573 Lattice
8296 1 -0.10689198 -0.04567125 0.01460929 0.11733962 Lattice
8297 1 -0.10573011 -0.04403790 0.01397039 0.11572648 Lattice
8298 1 -0.10477987 -0.04231427 0.01222643 0.11401447 Lattice
8299 1 -0.10757312 -0.04840104 0.01795962 0.11970017 Lattice
8300 1 -0.10452405 -0.04414778 0.01519348 0.11517140 Lattice
8301 1 -0.10673093 -0.04624162 0.01717013 0.11814796 Lattice
8302 1 -0.10972425 -0.05509955 0.02724161 0.12768363 Lattice
8303 1 -0.10653109 -0.04846135 0.02126749 0.12052570 Lattice
8304 1 -0.10351197 -0.03976399 0.01353663 0.11295012 Lattice
8305 1 -0.10739685 -0.05073262 0.02142361 0.12165294 Lattice
8306 1 -0.10666774 -0.04735946 0.01754719 0.11852547 Lattice
8307 1 -0.10554357 -0.04522365 0.01698408 0.11694663 Lattice
8308 1 -0.10755102 -0.05383810 0.02298395 0.12340399 Lattice
8309 1 -0.10773875 -0.05075614 0.02133015 0.12185773 Lattice
8310 1 -0.10744822 -0.04941167 0.02102498 0.12112843 Lattice
8311 1 -0.10543477 -0.04279535 0.01320061 0.11493073 Lattice
8312 1 -0.10885077 -0.05143236 0.02060387 0.12259279 Lattice
8313 1 -0.10649521 -0.04654296 0.01809136 0.11840589 Lattice
8314 1 -0.10443675 -0.04013078 0.01101896 0.11291364 Lattice
8315 1 -0.10568885 -0.04045346 0.00625176 0.11412981 Lattice
8316 1 -0.10651740 -0.04585183 0.01310038 0.11679937 Lattice
8317 1 -0.10419895 -0.04067843 0.00479926 0.11303660 Lattice
8318 1 -0.10721170 -0.04640910 0.01250545 0.11765826 Lattice
8319 1 -0.10292354 -0.05195356 0.02425609 0.11893876 Lattice
8320 1 -0.10645857 -0.04741464 0.01654185 0.11785294 Lattice
8321 1 -0.10477166 -0.04727883 0.01897610 0.11759304 Lattice
8322 1 -0.10090644 -0.04373683 0.01422951 0.11133399 Lattice
8323 1 -0.10505160 -0.04737242 0.01651622 0.11679151 Lattice
8324 1 -0.07782285 -0.03241305 0.02087939 0.09228216 Lattice
8325 1 0.49660485 -0.25102319 0.01304544 0.68165931 Unknown
8326 1 0.33633964 -0.17333927 -0.09522234 0.45428652 Unknown
8327 1 0.42777318 -0.35505379 0.03908884 0.73409893 Unknown
8328 1 0.38167861 -0.12299526 0.00440829 0.52981627 Unknown
8329 1 -0.10164487 -0.04566453 0.01100346 0.11244484 Lattice
8330 1 -0.09679538 -0.02793515 -0.00989636 0.10860759 Lattice
8331 1 -0.10899833 -0.05103901 0.01705250 0.12163497 Lattice
8332 1 -0.10458761 -0.04022008 0.00776812 0.11272182 Lattice
8333 1 -0.10342483 -0.03665131 0.00621290 0.11051510 Lattice
8334 1 -0.10397628 -0.04174265 0.01015181 0.11276193 Lattice
8335 1 -0.10686863 -0.04624192 0.01493727 0.11755260 Lattice
8336 1 -0.10613456 -0.04635443 0.01668039 0.11754948 Lattice
8337 1 -0.10563102 -0.04431050 0.01612517 0.11639861 Lattice
8338 1 -0.10664405 -0.04726368 0.01877055 0.11897791 Lattice
8339 1 -0.10459533 -0.04247374 0.01513461 0.11486403 Lattice
8340 1 -0.10435705 -0.04363420 0.01868708 0.11694524 Lattice
8341 1 -0.10381748 -0.03995738 0.01190404 0.11260156 Lattice
8342 1 -0.10554556 -0.04532342 0.01797158 0.11750176 Lattice
8343 1 -0.10641237 -0.04724039 0.01943834 0.11919777 Lattice
8344 1 -0.10584024 -0.04610864 0.01974233 0.11877688 Lattice
8345 1 -0.10617643 -0.04900485 0.02216071 0.12094325 Lattice
8346 1 -0.10697076 -0.04995265 0.02356550 0.12271001 Lattice
8347 1 -0.10410384 -0.04235639 0.01663797 0.11522761 Lattice
8348 1 -0.10353540 -0.04172326 0.01368303 0.11331094 Lattice
8349 1 -0.10539645 -0.04582776 0.01854099 0.11769159 Lattice
8350 1 -0.10604518 -0.04585958 0.01802341 0.11797820 Lattice
8351 1 -0.10447001 -0.04378389 0.01483637 0.11484837 Lattice
8352 1 -0.10529936 -0.04852550 0.01593089 0.11721513 Lattice
8353 1 -0.10527322 -0.04182269 0.00901491 0.11393302 Lattice
8354 1 -0.10592862 -0.04547571 0.01127957 0.11598148 Lattice
8355 1 -0.10453066 -0.03844950 0.00412046 0.11250148 Lattice
8356 1 -0.04641452 -0.01827332 0.00301539 0.06072467 Lattice
8357 1 -0.10494184 -0.03829352 0.00323299 0.11324497 Lattice
8358 1 -0.10506698 -0.04717964 0.02352887 0.12121498 Lattice
8359 1 -0.10929972 -0.05278698 0.01775862 0.12283771 Lattice
8360 1 -0.09895001 -0.05615899 0.03215756 0.12321964 Lattice
8361 1 -0.10609752 -0.04492035 0.00700565 0.11760958 Lattice
8362 1 0.06961635 -0.16780079 0.12722797 0.50376811 Unknown
8363 1 -0.10942008 -0.05885212 0.02304827 0.12728644 Lattice
8364 1 -0.10439601 -0.03684222 -0.00024316 0.11331764 Lattice
8365 1 0.29794992 -0.11784306 0.29066077 1.03766713 Unknown
8366 1 0.47175535 -0.29584182 0.01787178 0.71720664 Unknown
8367 1 -0.10391203 -0.03950941 0.01004474 0.11193155 Lattice
8368 1 -0.10019875 -0.04596704 0.01607974 0.11258052 Lattice
8369 1 -0.10501462 -0.04926355 0.01176912 0.11718079 Lattice
8370 1 -0.10599934 -0.04443331 0.01418871 0.11607425 Lattice
8371 1 -0.10766700 -0.04992461 0.02082052 0.12132168 Lattice
8372 1 -0.10644264 -0.04711736 0.01599264 0.11774531 Lattice
8373 1 -0.10627469 -0.04638676 0.01578306 0.11734522 Lattice
8374 1 -0.10540009 -0.04622418 0.01944805 0.11834184 Lattice
8375 1 -0.10674829 -0.05062936 0.02637065 0.12484384 Lattice
8376 1 -0.10528486 -0.04718867 0.02206741 0.12019567 Lattice
8377 1 -0.10251875 -0.04205654 0.02169193 0.11824364 Lattice
8378 1 -0.10604954 -0.04565535 0.01879104 0.11833801 Lattice
8379 1 -0.10411523 -0.04639215 0.02193732 0.11896379 Lattice
8380 1 -0.10625823 -0.04924195 0.02380463 0.12231597 Lattice
8381 1 -0.10558155 -0.04776741 0.02024835 0.11923805 Lattice
8382 1 -0.10679202 -0.04910664 0.02171189 0.12117780 Lattice
8383 1 -0.10319069 -0.04170215 0.01918400 0.11627176 Lattice
8384 1 -0.10581001 -0.04543340 0.01764996 0.11751131 Lattice
8385 1 -0.10501419 -0.04405748 0.01703692 0.11642382 Lattice
8386 1 -0.10833660 -0.05264464 0.02533640 0.12509124 Lattice
8387 1 -0.10698179 -0.04716522 0.01789938 0.11883312 Lattice
8388 1 -0.10635140 -0.04401200 0.01173989 0.11586444 Lattice
8389 1 -0.10706728 -0.04274616 0.00361774 0.11786506 Lattice
8390 1 -0.10400916 -0.05088410 0.01623966 0.11703981 Lattice
8391 1 -0.10613811 -0.04521017 0.01098536 0.11622612 Lattice
8392 1 -0.10587137 -0.04425603 0.01669684 0.11654248 Lattice
8393 1 -0.10246163 -0.04927523 0.01322331 0.11632407 Lattice
8394 1 -0.06958943 -0.02957214 -0.02061249 0.08758733 Lattice
8395 1 -0.09610379 -0.03965921 0.00774089 0.10826549 Lattice
8396 1 -0.09850185 -0.04187237 -0.00062635 0.10991375 Lattice
8397 1 -0.10223697 -0.03946317 0.00380830 0.11081409 Lattice
8398 1 -0.10400149 -0.04903742 0.02542832 0.11963470 Lattice
8399 1 0.38716006 -0.25220461 0.05332935 0.64676146 Unknown
8400 1 -0.10406266 -0.06137345 0.02004843 0.12425936 Lattice
8401 1 0.38022555 -0.09198167 0.01619340 0.51681767 Unknown
8402 1 -0.09820391 -0.07470505 0.04491665 0.14225381 Lattice
8403 1 -0.06005119 -0.07420263 0.02077270 0.11803982 Lattice
8404 1 -0.10747633 -0.05501082 0.03221006 0.13106437 Lattice
8405 1 -0.10605399 -0.04614946 0.01593184 0.11687721 Lattice
8406 1 -0.10354080 -0.04635508 0.02208615 0.11920325 Lattice
8407 1 -0.10630537 -0.04895698 0.02383749 0.12233076 Lattice
8408 1 -0.10489603 -0.04845569 0.02394367 0.12170211 Lattice
8409 1 -0.10807340 -0.05787261 0.04101586 0.13802136 Lattice
8410 1 -0.10335500 -0.04574338 0.02367466 0.12045682 Lattice
8411 1 -0.08927272 -0.02318160 -0.00758508 0.09760789 Lattice
8412 1 -0.10509894 -0.04846902 0.02673401 0.12367961 Lattice
8413 1 -0.10671728 -0.04672288 0.01465029 0.11753112 Lattice
8414 1 -0.10999860 -0.05674924 0.02757299 0.12850443 Lattice
8415 1 -0.10646747 -0.04869976 0.02165708 0.12010257 Lattice
8416 1 -0.10168823 -0.06671020 0.02514035 0.12534935 Lattice
8417 1 -0.09785037 -0.03975085 -0.00283181 0.10940232 Lattice
8418 1 -0.10282324 -0.04295312 0.02119222 0.11779102 Lattice
8419 1 -0.10094019 -0.03432751 -0.00367821 0.10990536 Lattice
8420 1 -0.09637302 -0.03356207 -0.00320931 0.10637321 Lattice
8421 1 -0.10802669 -0.05212800 0.02233038 0.12302942 Lattice
8422 1 -0.10493749 -0.04330577 0.01327040 0.11435424 Lattice
8423 1 0.38365247 -0.20081542 0.04952385 0.62642450 Unknown
8424 1 -0.10311734 -0.03906472 0.00560694 0.11101666 Lattice
8425 1 -0.07535218 -0.02773288 -0.00697612 0.08772007 Lattice
8426 1 -0.10425034 -0.05333677 0.02637579 0.12312297 Lattice
8427 1 -0.09832347 -0.03979755 0.02606771 0.11531830 Lattice
8428 1 -0.10436413 -0.04925233 0.01911779 0.11790656 Lattice
8429 1 -0.10599227 -0.04399322 0.00929238 0.11551702 Lattice
8430 1 -0.10662819 -0.05267498 0.02158106 0.12159756 Lattice
8431 1 -0.10664267 -0.04303494 0.00482726 0.11690044 Lattice
8432 1 -0.11357711 -0.08184319 0.05440111 0.15993939 Unknown
8433 1 -0.10923020 -0.05585156 0.02284588 0.12518521 Lattice
8434 1 -0.10493694 -0.04974816 0.01441023 0.11705206 Lattice
8435 1 -0.10324307 -0.04823223 0.03036777 0.12586433 Lattice
8436 1 -0.10366807 -0.04200995 0.01070947 0.11248921 Lattice
8437 1 -0.09691454 -0.02829282 -0.00771978 0.10500972 Lattice
8438 1 0.30435524 -0.13125879 -0.05612776 0.40696099 Unknown
8439 1 -0.10622681 -0.04737174 0.02153152 0.11997998 Lattice
8440 1 -0.10319983 -0.05716145 0.03475167 0.12770327 Lattice
8441 1 -0.10818128 -0.05481466 0.02306938 0.12405885 Lattice
8442 1 -0.10516620 -0.04110248 0.00809995 0.11360867 Lattice
8443 1 0.49703493 -0.16005730 -0.00911040 0.66700144 Unknown
8444 1 -0.10590604 -0.04815535 0.02484806 0.12259623 Lattice
8445 1 -0.10362003 -0.03908264 0.01154173 0.11211704 Lattice
8446 1 -0.10395796 -0.04611859 0.01532056 0.11485109 Lattice
8447 1 0.49358300 -0.17813087 -0.02326971 0.65424710 Unknown
8448 1 0.04258951 -0.02087855 -0.07371361 0.10212033 Lattice
8449 1 -0.10595304 -0.05231354 0.02735141 0.12547197 Lattice
8450 1 -0.09555394 -0.03117670 -0.01172613 0.10901393 Lattice
8451 1 -0.08668305 -0.03424556 -0.01025960 0.09798230 Lattice
8452 1 -0.09929674 -0.04306840 0.03254245 0.11830646 Lattice
8453 1 -0.10521624 -0.04648783 0.01904006 0.11712417 Lattice
8454 1 -0.10590881 -0.04765877 0.02079236 0.11887453 Lattice
8455 1 -0.07338540 -0.01965346 -0.02433683 0.08869311 Lattice
8456 1 -0.06331536 -0.00977939 -0.03631697 0.09055120 Lattice
8457 1 -0.09398847 -0.02778739 0.01991333 0.10360473 Lattice
8458 1 -0.10245402 -0.04472812 0.02225515 0.11598933 Lattice
8459 1 -0.08081762 -0.03378898 0.01922316 0.09358811 Lattice
8460 1 0.01102988 -0.08536290 0.07006812 0.34931623 Unknown
8461 1 -0.11114186 -0.05512137 0.01743981 0.12603689 Lattice
8462 1 -0.10494025 -0.04036559 0.01187205 0.11316580 Lattice
8463 1 -0.10587887 -0.05162241 0.02263537 0.12077435 Lattice
8464 1 -0.10428995 -0.05146186 0.02593001 0.12185660 Lattice
8465 1 -0.09884510 -0.04588136 0.01591447 0.11159509 Lattice
8466 1 -0.10123030 -0.06240079 0.02357758 0.12223329 Lattice
8467 1 -0.10552001 -0.04952435 0.02707418 0.12476988 Lattice
8468 1 -0.10671090 -0.04425536 0.00606502 0.11719810 Lattice
8469 1 -0.09491451 -0.03273405 0.01397086 0.10555495 Lattice
8470 1 -0.10847201 -0.05505285 0.03020044 0.12954520 Lattice
8471 1 -0.10412476 -0.04500302 0.02275272 0.11986256 Lattice
8472 1 -0.10111489 -0.04388065 0.02182672 0.11738999 Lattice
8473 1 -0.10530188 -0.04889108 0.02772698 0.12539087 Lattice
8474 1 -0.07195104 -0.01564567 0.01124729 0.07772672 Lattice
8475 1 -0.10453291 -0.04316742 0.01749710 0.11615899 Lattice
8476 1 -0.09683320 -0.07808764 0.04317430 0.14084588 Lattice
8477 1 -0.10910082 -0.05806989 0.03316247 0.13121642 Lattice
8478 1 -0.10373053 -0.06622768 0.02811974 0.12787836 Lattice
8479 1 -0.10678262 -0.04981717 0.02480253 0.12238326 Lattice
8480 1 -0.10476498 -0.03977839 0.01083005 0.11271973 Lattice
8481 1 -0.10715236 -0.05107784 0.01462563 0.11985062 Lattice
8482 1 0.36998366 -0.19105265 0.07030133 0.51869316 Unknown
8483 1 -0.10567343 -0.04161058 0.00508424 0.11511294 Lattice
8484 1 0.29765974 -0.29369333 0.22890556 0.82570789 Unknown
8485 1 -0.10163233 -0.05945489 0.02208321 0.12069217 Lattice
8486 1 -0.09524548 -0.06477262 0.02779417 0.12172500 Lattice
8487 1 -0.08613387 -0.02626519 -0.00921199 0.09347257 Lattice
8488 1 -0.10752574 -0.04902849 0.01981612 0.12047308 Lattice
8489 1 0.29070050 -0.34223383 0.07749494 0.66485395 Unknown
8490 1 -0.10691272 -0.05043288 0.02339683 0.12252485 Lattice
8491 1 0.35078343 -0.15352478 -0.03711893 0.48036752 Unknown
8492 1 -0.10385829 -0.04166238 0.01769115 0.11574294 Lattice
8493 1 -0.10652504 -0.05180889 0.02916338 0.12733577 Lattice
8494 1 -0.10630962 -0.04884219 0.02274860 0.12135614 Lattice
8495 1 -0.10614594 -0.05270058 0.02862503 0.12682571 Lattice
8496 1 -0.10531864 -0.04515623 0.01940203 0.11808200 Lattice
8497 1 -0.10533319 -0.04686823 0.02411490 0.12189085 Lattice
8498 1 -0.10619112 -0.04654016 0.01776513 0.11812924 Lattice
8499 1 -0.10425492 -0.04242707 0.01729993 0.11584792 Lattice
8500 1 -0.10487268 -0.04377290 0.01744527 0.11651247 Lattice
8501 1 -0.11021714 -0.06094759 0.03607078 0.13644859 Lattice
8502 1 -0.10375822 -0.04054668 0.01350828 0.11322090 Lattice
8503 1 -0.10540291 -0.04403476 0.01529513 0.11541159 Lattice
8504 1 -0.10935951 -0.05530911 0.02763603 0.12749113 Lattice
8505 1 -0.10713307 -0.05823140 0.02513698 0.12538691 Lattice
8506 1 -0.10535688 -0.04337890 0.01663609 0.11568330 Lattice
8507 1 -0.09607483 -0.03352607 -0.00082565 0.10670792 Lattice
8508 1 -0.10716849 -0.05053470 0.02245666 0.12202933 Lattice
8509 1 -0.08207407 -0.03059409 0.01546669 0.09150968 Lattice
8510 1 -0.10316938 -0.05365014 0.02891787 0.12478283 Lattice
8511 1 -0.10071182 -0.03015671 0.00519758 0.10581948 Lattice
8512 1 -0.10592642 -0.04645855 0.01916123 0.11763116 Lattice
8513 1 0.37158454 -0.19606073 0.08314646 0.61057562 Unknown
8514 1 0.22648513 -0.22808005 0.15556424 0.72214770 Unknown
8515 1 -0.10966983 -0.05495718 0.01927602 0.12437353 Lattice
8516 1 -0.10298307 -0.05818129 0.02222523 0.12126709 Lattice
8517 1 -0.10721048 -0.04925772 0.01738013 0.11944979 Lattice
8518 1 -0.08713013 -0.03515747 0.01627702 0.09709598 Lattice
8519 1 -0.10904719 -0.05113003 0.01876921 0.12204272 Lattice
8520 1 -0.10523303 -0.04370977 0.01361626 0.11507012 Lattice
8521 1 -0.10563776 -0.04551240 0.01503190 0.11633826 Lattice
8522 1 -0.10494551 -0.04485763 0.01595283 0.11596791 Lattice
8523 1 -0.10781150 -0.05101741 0.02170442 0.12223542 Lattice
8524 1 -0.10635927 -0.04788887 0.02090402 0.12016865 Lattice
8525 1 -0.10732986 -0.04913531 0.01955852 0.12037291 Lattice
8526 1 -0.10544677 -0.04762741 0.02437745 0.12226376 Lattice
8527 1 -0.10349896 -0.04057266 0.01510797 0.11384948 Lattice
8528 1 -0.10745806 -0.05152296 0.02672717 0.12560400 Lattice
8529 1 -0.10595230 -0.04524072 0.01735812 0.11741018 Lattice
8530 1 -0.10395623 -0.04278704 0.01560199 0.11462948 Lattice
8531 1 -0.10520170 -0.04435194 0.01636852 0.11620532 Lattice
8532 1 -0.10570239 -0.04499142 0.01726638 0.11718280 Lattice
8533 1 -0.10722231 -0.05019413 0.02267775 0.12224339 Lattice
8534 1 -0.10686636 -0.05029488 0.02246448 0.12191703 Lattice
8535 1 -0.10408385 -0.04124544 0.01328670 0.11351267 Lattice
8536 1 -0.10805771 -0.05163453 0.02219296 0.12276878 Lattice
8537 1 -0.10651027 -0.05200956 0.02362451 0.12245690 Lattice
8538 1 -0.10470096 -0.04182574 0.01500568 0.11447179 Lattice
8539 1 -0.10394246 -0.04085990 0.01282764 0.11290974 Lattice
8540 1 -0.09869366 -0.03646253 0.01103894 0.10609254 Lattice
8541 1 -0.10432106 -0.03939180 0.01102213 0.11230700 Lattice
8542 1 -0.10011128 -0.06485802 0.01502645 0.12356202 Lattice
8543 1 -0.10771021 -0.05052310 0.01527917 0.12006688 Lattice
8544 1 -0.09977514 -0.03100624 -0.00357079 0.10691519 Lattice
8545 1 -0.10507838 -0.04954218 0.02482927 0.12175768 Lattice
8546 1 -0.10651123 -0.05310787 0.03104163 0.12919317 Lattice
8547 1 -0.08950792 -0.02650381 0.00927234 0.09424704 Lattice
8548 1 -0.10354053 -0.04968411 0.02314743 0.12016435 Lattice
8549 1 -0.09711060 -0.03166781 -0.00632352 0.10628578 Lattice
8550 1 -0.06385540 -0.03983465 -0.00828378 0.07764094 Lattice
8551 1 -0.06514402 -0.07857212 0.01653309 0.13361252 Lattice
8552 1 -0.07981533 -0.03664075 0.01634828 0.09241886 Lattice
8553 1 -0.10724626 -0.04750955 0.01924797 0.11922453 Lattice
8554 1 -0.10622144 -0.04218540 0.00854032 0.11508634 Lattice
8555 1 -0.10645839 -0.04798573 0.01915848 0.11930770 Lattice
8556 1 -0.10597437 -0.04300938 0.01087339 0.11508706 Lattice
8557 1 -0.10567075 -0.04325391 0.01407395 0.11552265 Lattice
8558 1 -0.10349653 -0.03898085 0.01047028 0.11171095 Lattice
8559 1 -0.10595513 -0.04784275 0.02016735 0.11936483 Lattice
8560 1 -0.10466427 -0.04112873 0.00976986 0.11316615 Lattice
8561 1 -0.10345524 -0.03866896 0.00933547 0.11139056 Lattice
8562 1 -0.10393558 -0.04000418 0.00887395 0.11209378 Lattice
8563 1 -0.10772983 -0.05124939 0.02167283 0.12220910 Lattice
8564 1 -0.10795832 -0.04945001 0.01920374 0.12074114 Lattice
8565 1 -0.10313345 -0.03828612 0.00820000 0.11080104 Lattice
8566 1 -0.10999998 -0.05717806 0.02872928 0.12935886 Lattice
8567 1 -0.10629161 -0.04556408 0.01793360 0.11791153 Lattice
8568 1 -0.10307253 -0.04412140 0.01535348 0.11413313 Lattice
8569 1 -0.10673728 -0.04796346 0.01964266 0.11971116 Lattice
8570 1 -0.10558229 -0.04394955 0.01572093 0.11622673 Lattice
8571 1 -0.10440919 -0.04132395 0.01273869 0.11361930 Lattice
8572 1 -0.10724203 -0.04742192 0.01527943 0.11835833 Lattice
8573 1 -0.10734257 -0.05012746 0.02130919 0.12142820 Lattice
8574 1 -0.10235927 -0.03799033 0.01144684 0.11088449 Lattice
8575 1 -0.10711121 -0.04929130 0.02036967 0.12049911 Lattice
8576 1 -0.10476873 -0.04187484 0.01324188 0.11405938 Lattice
8577 1 -0.10558247 -0.04254394 0.01338963 0.11488086 Lattice
8578 1 -0.10765290 -0.04789510 0.01874918 0.11973594 Lattice
8579 1 -0.10838605 -0.04901566 0.01927444 0.12074590 Lattice
8580 1 -0.10207274 -0.04088018 0.01184639 0.11088318 Lattice
8581 1 -0.10290247 -0.05178077 0.00961184 0.11692131 Lattice
8582 1 -0.10611437 -0.04555414 0.01591737 0.11671712 Lattice
8583 1 -0.10362561 -0.03574032 0.00055016 0.11182120 Lattice
8584 1 -0.10687158 -0.04446374 0.01408758 0.11669153 Lattice
8585 1 -0.10265107 -0.04278768 0.01663998 0.11409473 Lattice
8586 1 -0.10402763 -0.03968994 0.01391040 0.11264595 Lattice
8587 1 -0.10592687 -0.04795260 0.02026936 0.11886844 Lattice
8588 1 -0.08910075 -0.02315316 -0.01768906 0.10145454 Lattice
8589 1 0.35544643 -0.24577540 0.21351507 1.01924294 Unknown
8590 1 -0.10315532 -0.04156174 0.01609315 0.11254431 Lattice
8591 1 0.37286162 -0.24207333 0.26110066 1.02204453 Unknown
8592 1 -0.10142267 -0.04436820 0.00676069 0.11145379 Lattice
8593 1 -0.10419267 -0.04373441 0.00915404 0.11363798 Lattice
8594 1 -0.10556786 -0.04046850 0.00659579 0.11396899 Lattice
8595 1 -0.10865979 -0.04791189 0.01345544 0.11970792 Lattice
8596 1 -0.10483143 -0.04142134 0.00889896 0.11335940 Lattice
8597 1 -0.10846114 -0.05386071 0.02275081 0.12397718 Lattice
8598 1 -0.10316521 -0.04399425 0.01073446 0.11284053 Lattice
8599 1 -0.10878502 -0.05307083 0.02198861 0.12361689 Lattice
8600 1 -0.10552086 -0.04167179 0.01093103 0.11423017 Lattice
8601 1 -0.10524946 -0.04236151 0.01189397 0.11434621 Lattice
8602 1 -0.10978974 -0.05427812 0.02114567 0.12453762 Lattice
8603 1 -0.10500859 -0.04133433 0.01026900 0.11357998 Lattice
8604 1 -0.10517822 -0.04517278 0.01420593 0.11560658 Lattice
8605 1 -0.10545649 -0.04463703 0.01507317 0.11596306 Lattice
8606 1 -0.10405987 -0.04108972 0.01298637 0.11328638 Lattice
8607 1 -0.10476380 -0.04215533 0.01219272 0.11387691 Lattice
8608 1 -0.10562904 -0.04499838 0.01517460 0.11625857 Lattice
8609 1 -0.10487509 -0.04110498 0.01078609 0.11348485 Lattice
8610 1 -0.10920056 -0.05386746 0.02445909 0.12542695 Lattice
8611 1 -0.10404313 -0.03880084 0.00914740 0.11190917 Lattice
8612 1 -0.10787641 -0.04914054 0.01775173 0.12010085 Lattice
8613 1 -0.10509087 -0.04252004 0.01312303 0.11450011 Lattice
8614 1 -0.10875012 -0.05094697 0.01890380 0.12178832 Lattice
8615 1 -0.10639718 -0.04438856 0.01403658 0.11634194 Lattice
8616 1 -0.10633283 -0.04541913 0.01519786 0.11690187 Lattice
8617 1 -0.10481708 -0.04258169 0.01239017 0.11401699 Lattice
8618 1 -0.10900077 -0.05115631 0.01929425 0.12212092 Lattice
8619 1 -0.10441551 -0.03905974 0.00948711 0.11218195 Lattice
8620 1 -0.10713128 -0.04590855 0.01508777 0.11764384 Lattice
8621 1 -0.10463425 -0.04015934 0.01147793 0.11291685 Lattice
8622 1 -0.10712527 -0.04565331 0.01533866 0.11757973 Lattice
8623 1 -0.10549325 -0.04952532 0.02851373 0.12531983 Lattice
8624 1 -0.10601555 -0.04337303 0.01479888 0.11556642 Lattice
8625 1 -0.10367497 -0.04086785 0.01842216 0.11394224 Lattice
8626 1 -0.08951898 -0.02560995 -0.00505236 0.09927470 Lattice
8627 1 -0.10864473 -0.05091512 0.02303674 0.12289099 Lattice
8628 1 0.47984385 -0.25909352 0.04071369 0.72110121 Unknown
8629 1 -0.10490130 -0.04866553 0.02386352 0.12066213 Lattice
8630 1 0.28049710 -0.10421797 -0.05432730 0.45278621 Unknown
8631 1 0.34412050 -0.04254073 0.27402073 0.77958414 Unknown
8632 1 0.15989836 -0.27870018 0.20321083 0.79355040 Unknown
8633 1 0.01365230 -0.12819563 0.01243355 0.18811936 Unknown
8634 1 -0.03879732 -0.07938334 -0.00802817 0.12587410 Lattice
8635 1 -0.10748912 -0.04627666 0.01259160 0.11789256 Lattice
8636 1 -0.10400212 -0.04034708 0.01042717 0.11243732 Lattice
8637 1 -0.10697485 -0.04519464 0.01214288 0.11690774 Lattice
8638 1 -0.10784157 -0.04897926 0.01655703 0.11969677 Lattice
8639 1 -0.10424044 -0.04125298 0.01026379 0.11289085 Lattice
8640 1 -0.11059289 -0.05772583 0.02513435 0.12797690 Lattice
8641 1 -0.10203109 -0.03507385 0.00523201 0.10881436 Lattice
8642 1 -0.10718865 -0.04950073 0.01765287 0.11961432 Lattice
8643 1 -0.10905574 -0.05223777 0.02046393 0.12294756 Lattice
8644 1 -0.10424547 -0.04020977 0.00962331 0.11250305 Lattice
8645 1 -0.10631698 -0.04397230 0.01197686 0.11581789 Lattice
8646 1 -0.10468472 -0.04286958 0.01216210 0.11406365 Lattice
8647 1 -0.10623543 -0.04387999 0.01232871 0.11576282 Lattice
8648 1 -0.10707626 -0.04565278 0.01322816 0.11726059 Lattice
8649 1 -0.10505519 -0.03992785 0.00854687 0.11307703 Lattice
8650 1 -0.10764161 -0.04734786 0.01455323 0.11857445 Lattice
8651 1 -0.10684398 -0.04775940 0.01725621 0.11870837 Lattice
8652 1 -0.10421524 -0.04034380 0.00747873 0.11241514 Lattice
8653 1 -0.10595086 -0.04340368 0.01114646 0.11522045 Lattice
8654 1 -0.10471270 -0.03980145 0.00839527 0.11271803 Lattice
8655 1 -0.10428656 -0.03840263 0.00708713 0.11186017 Lattice
8656 1 -0.10482727 -0.04237210 0.01213714 0.11405900 Lattice
8657 1 -0.10466318 -0.04058856 0.00993603 0.11300796 Lattice
8658 1 -0.10415483 -0.04120771 0.00927924 0.11267403 Lattice
8659 1 -0.10476523 -0.04075347 0.01001260 0.11312283 Lattice
8660 1 -0.10539651 -0.04615142 0.01313514 0.11589289 Lattice
8661 1 -0.10554321 -0.04267228 0.01224101 0.11471482 Lattice
8662 1 -0.10373319 -0.03930987 0.00961398 0.11170171 Lattice
8663 1 -0.10856117 -0.05101065 0.02008935 0.12192816 Lattice
8664 1 -0.10693126 -0.04431917 0.01266590 0.11655720 Lattice
8665 1 -0.10625936 -0.04314794 0.01236895 0.11547960 Lattice
