# id type pc1 pc2 dist_to_ref defect_type
1348 1 -0.00993230 -0.01568292 0.01894000 Lattice
1349 1 -0.00613735 -0.01028549 0.01286253 Lattice
1350 1 0.01576151 0.01978081 0.03211062 Lattice
1351 1 -0.01692841 -0.02984378 0.03605783 Lattice
1352 1 -0.01057825 -0.01839656 0.02321933 Lattice
1353 1 -0.00519576 -0.01070276 0.01482978 Lattice
1354 1 -0.00153190 -0.00542274 0.01061439 Lattice
1355 1 0.01380293 0.01936839 0.02601892 Lattice
1356 1 0.00990026 0.00975810 0.02202585 Lattice
1357 1 -0.00074617 -0.00225061 0.00895677 Lattice
1358 1 0.00952233 0.01248523 0.01656554 Lattice
1359 1 -0.00645483 -0.01068831 0.01310335 Lattice
1360 1 0.00107845 0.00134991 0.00759394 Lattice
1361 1 0.00950214 0.01382849 0.01728100 Lattice
1362 1 0.00547077 0.00653204 0.01185894 Lattice
1363 1 0.00165004 0.00081937 0.00845727 Lattice
1364 1 0.00341971 0.00491481 0.00773697 Lattice
1365 1 0.00472262 0.00647850 0.01002557 Lattice
1366 1 0.00259625 0.00222032 0.00635781 Lattice
1367 1 0.00711776 0.00837086 0.01419931 Lattice
1368 1 0.00365786 0.00205770 0.00793633 Lattice
1369 1 0.00402834 0.00376287 0.00834503 Lattice
1370 1 0.00503928 0.00702853 0.00944662 Lattice
1371 1 0.00035630 -0.00029038 0.00459050 Lattice
1372 1 0.01781455 0.02384491 0.03133462 Lattice
1373 1 -0.01032172 -0.01681071 0.02013760 Lattice
1374 1 -0.00456563 -0.00714157 0.01462840 Lattice
1375 1 0.01307367 0.01913193 0.02498476 Lattice
1376 1 0.01635942 0.02398911 0.02961674 Lattice
1377 1 0.01670327 0.02117263 0.03243826 Lattice
1378 1 0.01329064 0.01759752 0.02369711 Lattice
1379 1 -0.00464385 -0.01092206 0.01635876 Lattice
1380 1 0.00640322 0.00964582 0.01490379 Lattice
1381 1 0.00124616 0.00045598 0.00728362 Lattice
1382 1 0.00096728 0.00085515 0.00497706 Lattice
1383 1 -0.00412287 -0.00676445 0.00940879 Lattice
1384 1 0.00235068 0.00193019 0.00615317 Lattice
1385 1 -0.01571135 -0.02712031 0.03227948 Lattice
1386 1 0.00165537 0.00245986 0.00525153 Lattice
1387 1 -0.00377768 -0.00754468 0.00997022 Lattice
1388 1 -0.00222132 -0.00486497 0.00632645 Lattice
1389 1 0.00512354 0.00630063 0.01035482 Lattice
1390 1 0.00110299 0.00187023 0.00408449 Lattice
1391 1 0.00196709 0.00122777 0.00469911 Lattice
1392 1 -0.01133598 -0.01747489 0.02167152 Lattice
1393 1 0.01113894 0.01537294 0.02020291 Lattice
1394 1 0.02102752 0.02827747 0.03910157 Lattice
1395 1 -0.00496188 -0.01122428 0.01410944 Lattice
1396 1 0.00088593 0.00053084 0.00514036 Lattice
1397 1 0.01598271 0.02185173 0.03038600 Lattice
1398 1 0.00588601 0.00868917 0.01305344 Lattice
1399 1 0.00319090 0.00200229 0.01016943 Lattice
1400 1 -0.01101288 -0.01764503 0.02235804 Lattice
1401 1 -0.02794777 -0.04262469 0.05315120 Lattice
1402 1 0.01570756 0.02223335 0.02852816 Lattice
1403 1 -0.00064816 -0.00501194 0.01154617 Lattice
1404 1 -0.00376487 -0.00721927 0.00906223 Lattice
1405 1 0.01892732 0.02599278 0.03465544 Lattice
1406 1 0.00549149 0.00568932 0.01012243 Lattice
1407 1 -0.00706952 -0.01185167 0.01560264 Lattice
1408 1 0.01617378 0.01955588 0.03146608 Lattice
1409 1 0.00091378 0.00058321 0.00379458 Lattice
1410 1 0.00565847 0.00630751 0.01156797 Lattice
1411 1 0.00184542 0.00150292 0.00855547 Lattice
1412 1 -0.00165988 -0.00319063 0.00422710 Lattice
1413 1 -0.01264764 -0.02124609 0.02570421 Lattice
1414 1 -0.00219570 -0.00380985 0.00746236 Lattice
1415 1 0.00033358 -0.00356638 0.00929621 Lattice
1416 1 -0.00540769 -0.00857874 0.01366092 Lattice
1417 1 0.00094838 0.00040640 0.00352828 Lattice
1418 1 -0.00380260 -0.00881302 0.01346901 Lattice
1419 1 0.00237587 0.00363171 0.00628068 Lattice
1420 1 0.00392061 0.00574303 0.00875951 Lattice
1421 1 0.01752701 0.02364384 0.03156806 Lattice
1422 1 -0.00795186 -0.01365729 0.01692877 Lattice
1423 1 0.01306446 0.01814460 0.02324161 Lattice
1424 1 0.00635637 0.00650490 0.01255702 Lattice
1425 1 0.01334827 0.01882543 0.02400489 Lattice
1426 1 0.01376903 0.01947436 0.02441719 Lattice
1427 1 0.01445668 0.01972026 0.02525943 Lattice
1428 1 0.00046639 -0.00125422 0.00548255 Lattice
1429 1 -0.00316525 -0.00538417 0.00960284 Lattice
1430 1 0.01962442 0.02791982 0.03491983 Lattice
1431 1 0.00182985 0.00072416 0.00556269 Lattice
1432 1 0.01180007 0.01661795 0.02202129 Lattice
1433 1 0.01044461 0.01470740 0.01838686 Lattice
1434 1 -0.00270014 -0.00551877 0.00687482 Lattice
1435 1 0.00945250 0.01352573 0.01694660 Lattice
1436 1 -0.00763712 -0.01223908 0.01505626 Lattice
1437 1 0.02518430 0.03784306 0.04620371 Lattice
1438 1 0.01635759 0.02490811 0.03040698 Lattice
1439 1 0.00161952 0.00188294 0.00493992 Lattice
1440 1 -0.00504585 -0.00986510 0.01206637 Lattice
1441 1 0.00665665 0.01025133 0.01508688 Lattice
1442 1 0.00034727 -0.00051020 0.00556396 Lattice
1443 1 -0.01057473 -0.01666251 0.02033485 Lattice
1444 1 0.00432748 0.00536560 0.00821170 Lattice
1445 1 0.01110794 0.01495192 0.02086954 Lattice
1446 1 0.00186437 0.00256552 0.00565081 Lattice
1447 1 0.01855308 0.02573928 0.03376755 Lattice
1448 1 0.00574369 0.00844268 0.01162397 Lattice
1449 1 0.00138713 0.00162220 0.00357699 Lattice
1450 1 -0.01352437 -0.02266526 0.02702549 Lattice
1451 1 -0.00557157 -0.00800642 0.01191172 Lattice
1452 1 -0.00235835 -0.00663808 0.00985025 Lattice
1453 1 0.00712374 0.01178857 0.01592245 Lattice
1454 1 0.00415324 0.00539664 0.00812657 Lattice
1455 1 0.02127943 0.03022580 0.03891003 Lattice
1456 1 0.00940091 0.01339512 0.01665424 Lattice
1457 1 0.00913727 0.01157458 0.01749879 Lattice
1458 1 0.01121946 0.01476142 0.02098268 Lattice
1459 1 -0.00261467 -0.00607465 0.00928612 Lattice
1460 1 0.03673749 0.05466245 0.06731583 Lattice
1461 1 0.01569195 0.02228423 0.02819451 Lattice
1462 1 0.00995426 0.01287621 0.01824651 Lattice
1463 1 0.01837867 0.02547767 0.03354832 Lattice
1464 1 0.01710538 0.02530356 0.03209430 Lattice
1465 1 0.00148141 -0.00025811 0.00967893 Lattice
1466 1 -0.00547200 -0.00985818 0.01284829 Lattice
1467 1 -0.00759595 -0.01428530 0.01811092 Lattice
1468 1 -0.01656129 -0.02739960 0.03305726 Lattice
1469 1 0.00199814 0.00156249 0.00580181 Lattice
1470 1 0.00238852 0.00206093 0.00736826 Lattice
1471 1 -0.01168201 -0.02083212 0.02553702 Lattice
1472 1 0.02178352 0.03072997 0.04130239 Lattice
1473 1 -0.00253037 -0.00400524 0.00892866 Lattice
1474 1 -0.00654749 -0.01059858 0.01432383 Lattice
1475 1 0.01166557 0.01719726 0.02196573 Lattice
1476 1 0.01185366 0.01569601 0.02178701 Lattice
1477 1 0.00679078 0.00844240 0.01254639 Lattice
1478 1 -0.00938184 -0.01800855 0.02280520 Lattice
1479 1 -0.00755170 -0.01317860 0.01782034 Lattice
1480 1 0.00089452 0.00077718 0.00636517 Lattice
1481 1 -0.00384135 -0.00843834 0.01100230 Lattice
1482 1 0.01372679 0.01922544 0.02548498 Lattice
1483 1 -0.02569676 -0.04078239 0.04887664 Lattice
1484 1 0.00493919 0.00474738 0.01364862 Lattice
1485 1 0.00297638 0.00100015 0.01324644 Lattice
1486 1 0.01059523 0.01216401 0.02000134 Lattice
1487 1 0.01414951 0.01971653 0.02582371 Lattice
1488 1 0.01144837 0.01628591 0.02196759 Lattice
1489 1 -0.00112817 -0.00217967 0.00488485 Lattice
1490 1 -0.01478837 -0.02410388 0.02959247 Lattice
1491 1 0.01765342 0.02493806 0.03207178 Lattice
1492 1 0.01855969 0.02731166 0.03410434 Lattice
1493 1 -0.00614117 -0.01046836 0.01301832 Lattice
1494 1 0.00766845 0.01069833 0.01439425 Lattice
1495 1 0.00197545 0.00426701 0.00934379 Lattice
1496 1 -0.00629516 -0.01202596 0.01515049 Lattice
1497 1 -0.00585757 -0.01371769 0.01857077 Lattice
1498 1 0.00626579 0.00664168 0.01602546 Lattice
1499 1 0.00677792 0.00903154 0.01259181 Lattice
1500 1 0.02354506 0.03384043 0.04254681 Lattice
1501 1 -0.00021414 -0.00299393 0.00766567 Lattice
1502 1 0.01019186 0.01346014 0.01959737 Lattice
1503 1 -0.00687469 -0.01126558 0.01405683 Lattice
1504 1 0.00847778 0.01153969 0.01615010 Lattice
1505 1 0.02053081 0.03030328 0.03803001 Lattice
1506 1 -0.00151680 -0.00472766 0.00962348 Lattice
1507 1 0.02196291 0.03087270 0.04003649 Lattice
1508 1 0.01413885 0.01927021 0.02588311 Lattice
1509 1 0.01166124 0.01646484 0.02113866 Lattice
1510 1 -0.00363277 -0.00758340 0.01066770 Lattice
1511 1 0.01448876 0.01922121 0.02678167 Lattice
1512 1 0.00080614 -0.00049192 0.00729342 Lattice
1513 1 -0.02319864 -0.03539376 0.04351931 Lattice
1514 1 0.00263477 0.00174036 0.00957225 Lattice
1515 1 0.01709297 0.02277944 0.03037170 Lattice
1516 1 0.00931332 0.01301338 0.01902086 Lattice
1517 1 0.00882804 0.01307632 0.01997548 Lattice
1518 1 0.00926886 0.01228788 0.01718121 Lattice
1519 1 0.00881749 0.01195219 0.01809755 Lattice
1520 1 0.00007999 -0.00107482 0.01339251 Lattice
1521 1 -0.00738788 -0.01383341 0.01708234 Lattice
1522 1 0.00183746 0.00017270 0.00870104 Lattice
1523 1 0.00276124 0.00158631 0.00918633 Lattice
1524 1 -0.00770523 -0.01263456 0.01516385 Lattice
1525 1 0.01743192 0.02393111 0.03121257 Lattice
1526 1 -0.00817838 -0.01218467 0.01654625 Lattice
1527 1 0.01099749 0.01544071 0.02047692 Lattice
1528 1 -0.00238539 -0.00518179 0.00783211 Lattice
1529 1 0.00074561 -0.00194165 0.01207756 Lattice
1530 1 -0.00977022 -0.01540429 0.01932134 Lattice
1531 1 -0.00843057 -0.01447438 0.01745430 Lattice
1532 1 -0.00464997 -0.00785765 0.00950860 Lattice
1533 1 -0.00344963 -0.00585564 0.00803772 Lattice
1534 1 0.01536268 0.02262301 0.02808840 Lattice
1535 1 0.00780299 0.00962210 0.01422621 Lattice
1536 1 0.01075258 0.01503025 0.01892418 Lattice
1537 1 0.00996647 0.01337470 0.01860757 Lattice
1538 1 0.00374395 0.00338198 0.01016638 Lattice
1539 1 -0.00516016 -0.00898709 0.01100655 Lattice
1540 1 -0.00742658 -0.01228519 0.01485619 Lattice
1541 1 -0.01196043 -0.02083544 0.02504735 Lattice
1542 1 -0.00216241 -0.00601348 0.00907453 Lattice
1543 1 0.00484765 0.00312812 0.01311119 Lattice
1544 1 -0.00557625 -0.00953343 0.01161609 Lattice
1545 1 -0.01363841 -0.02233166 0.02763551 Lattice
1546 1 -0.00882800 -0.01510854 0.01820477 Lattice
1547 1 0.00516569 0.00793974 0.01063819 Lattice
1548 1 -0.00185751 -0.00452496 0.00643900 Lattice
1549 1 -0.00309002 -0.00556957 0.00891584 Lattice
1550 1 -0.00305277 -0.00557130 0.00737282 Lattice
1551 1 -0.01500867 -0.02680236 0.03213093 Lattice
1552 1 -0.00160728 -0.00685932 0.01292962 Lattice
1553 1 -0.01489020 -0.02630290 0.03242204 Lattice
1554 1 0.00186809 -0.00000978 0.01032550 Lattice
1555 1 0.00189457 0.00004198 0.00811352 Lattice
1556 1 -0.01029519 -0.01848059 0.02223812 Lattice
1557 1 -0.01315088 -0.02121639 0.02533694 Lattice
1558 1 -0.00611642 -0.00974032 0.01280266 Lattice
1559 1 -0.00370345 -0.00648954 0.00940256 Lattice
1560 1 -0.00213748 -0.00527476 0.00916228 Lattice
1561 1 0.02332152 0.03392783 0.04275839 Lattice
1562 1 0.02076003 0.02718408 0.04063460 Lattice
1563 1 0.01238617 0.01684413 0.02441183 Lattice
1564 1 0.00319488 0.00233577 0.01106190 Lattice
1565 1 0.01992032 0.02916288 0.03609568 Lattice
1566 1 0.00250683 0.00013773 0.00922996 Lattice
1567 1 -0.00350462 -0.00667713 0.00851203 Lattice
1568 1 -0.00422834 -0.00810762 0.01256627 Lattice
1569 1 -0.00665156 -0.01152893 0.01470533 Lattice
1570 1 -0.00291134 -0.00719786 0.01023900 Lattice
1571 1 0.00265640 0.00232976 0.00630324 Lattice
1572 1 -0.00750018 -0.01332840 0.01624596 Lattice
1573 1 0.01119602 0.01531668 0.02087407 Lattice
1574 1 0.02246553 0.03374658 0.04120285 Lattice
1575 1 -0.00027118 -0.00213534 0.00403885 Lattice
1576 1 0.01726345 0.02518033 0.03138872 Lattice
1577 1 0.01281538 0.01866833 0.02350666 Lattice
1578 1 0.01822327 0.02776022 0.03477662 Lattice
1579 1 0.00546170 0.00806477 0.01205326 Lattice
1580 1 0.00810834 0.01169804 0.01532160 Lattice
1581 1 0.02035110 0.02932038 0.03697045 Lattice
1582 1 0.00427109 0.00521524 0.01207055 Lattice
1583 1 0.01636832 0.02453818 0.03006428 Lattice
1584 1 0.02617422 0.03919898 0.04827267 Lattice
1585 1 0.01719992 0.02545462 0.03124653 Lattice
1586 1 0.00878742 0.01383696 0.01890398 Lattice
1587 1 -0.00691158 -0.01119821 0.01395928 Lattice
1588 1 0.01208747 0.01691461 0.02237064 Lattice
1589 1 0.00115230 0.00205508 0.00808376 Lattice
1590 1 0.01183636 0.01554983 0.02128574 Lattice
1591 1 0.01659436 0.02366250 0.02981277 Lattice
1592 1 0.00745662 0.00898010 0.01360794 Lattice
1593 1 0.01547530 0.02191608 0.02832252 Lattice
1594 1 0.00286991 0.00348287 0.00514777 Lattice
1595 1 0.00309622 0.00380617 0.00626318 Lattice
1596 1 -0.00972147 -0.01496459 0.01815898 Lattice
1597 1 0.01271358 0.01773645 0.02292400 Lattice
1598 1 -0.00098136 -0.00288746 0.00535048 Lattice
1599 1 0.01974986 0.02895608 0.03597375 Lattice
1600 1 0.01401309 0.02025467 0.02567628 Lattice
1601 1 0.00581559 0.00737294 0.01119614 Lattice
1602 1 -0.00295453 -0.00623312 0.00883268 Lattice
1603 1 -0.00439265 -0.00819147 0.01093050 Lattice
1604 1 0.01377826 0.01965418 0.02472819 Lattice
1605 1 -0.00489274 -0.00989855 0.01283091 Lattice
1606 1 -0.01742566 -0.02866766 0.03440509 Lattice
1607 1 -0.00486643 -0.01069304 0.01445259 Lattice
1608 1 0.00621046 0.00748998 0.01441771 Lattice
1609 1 -0.01589389 -0.02717004 0.03242845 Lattice
1610 1 -0.00529608 -0.01066882 0.01605604 Lattice
1611 1 -0.02466013 -0.03921576 0.04715338 Lattice
1612 1 -0.01539086 -0.02758499 0.03463601 Lattice
1613 1 -0.00709371 -0.01295723 0.01653272 Lattice
1614 1 -0.00232513 -0.00608265 0.01003104 Lattice
1615 1 -0.00502745 -0.00991050 0.01321332 Lattice
1616 1 -0.00678707 -0.01226963 0.01632251 Lattice
1617 1 -0.00594394 -0.01169258 0.01511120 Lattice
1618 1 0.00996384 0.01313993 0.01879282 Lattice
1619 1 0.00676787 0.00979911 0.01284496 Lattice
1620 1 0.01126778 0.01514912 0.02108981 Lattice
1621 1 0.01183391 0.01732496 0.02155377 Lattice
1622 1 0.01021204 0.01450459 0.01900397 Lattice
1623 1 0.00827587 0.01145194 0.01536712 Lattice
1624 1 -0.00434304 -0.00540976 0.01105654 Lattice
1625 1 0.00425315 0.00455752 0.00699882 Lattice
1626 1 0.00738460 0.00894562 0.01516510 Lattice
1627 1 -0.00253216 -0.00834372 0.01378205 Lattice
1628 1 -0.00915652 -0.02009829 0.02536554 Lattice
1629 1 0.01215499 0.01783358 0.02232843 Lattice
1630 1 0.01648170 0.02454341 0.03074621 Lattice
1631 1 0.00941189 0.01455261 0.01991093 Lattice
1632 1 -0.00515696 -0.00954254 0.01159067 Lattice
1633 1 -0.00362626 -0.00899986 0.01376205 Lattice
1634 1 -0.00474298 -0.00906822 0.01333016 Lattice
1635 1 0.00103240 -0.00186428 0.00793798 Lattice
1636 1 0.00453522 0.00379475 0.01513046 Lattice
1637 1 0.01019083 0.01622346 0.02056665 Lattice
1638 1 0.01382209 0.01877356 0.02644094 Lattice
1639 1 -0.01509666 -0.02379953 0.02915140 Lattice
1640 1 0.00787451 0.00611770 0.02007241 Lattice
1641 1 -0.00545352 -0.01059724 0.01444294 Lattice
1642 1 0.00091132 -0.00050333 0.00707626 Lattice
1643 1 0.00494903 0.00545181 0.00934905 Lattice
1644 1 0.00067566 -0.00116588 0.00923631 Lattice
1645 1 -0.00406636 -0.00719101 0.01092088 Lattice
1646 1 0.01259644 0.01848598 0.02333530 Lattice
1647 1 -0.01020923 -0.01487267 0.02008926 Lattice
1648 1 0.01436941 0.02233611 0.02810584 Lattice
1649 1 -0.01124397 -0.01702193 0.02185854 Lattice
1650 1 0.00141244 -0.00000095 0.00809714 Lattice
1651 1 0.01244113 0.01744045 0.02227786 Lattice
1652 1 0.01265130 0.01794902 0.02313272 Lattice
1653 1 0.00194471 0.00223705 0.00803129 Lattice
1654 1 -0.00937071 -0.01699607 0.02075595 Lattice
1655 1 0.00195084 0.00006789 0.01061854 Lattice
1656 1 0.01691918 0.02468194 0.03073925 Lattice
1657 1 -0.01253205 -0.02041392 0.02460165 Lattice
1658 1 0.00327725 0.00189154 0.01030551 Lattice
1659 1 -0.01612778 -0.02576923 0.03106951 Lattice
1660 1 -0.00940943 -0.01754147 0.02139892 Lattice
1661 1 -0.00593755 -0.01087546 0.01439973 Lattice
1662 1 -0.01600298 -0.02539995 0.03057542 Lattice
1663 1 0.00788939 0.01015484 0.01619057 Lattice
1664 1 0.00926519 0.01167920 0.01878101 Lattice
1665 1 -0.01042580 -0.01702291 0.02073421 Lattice
1666 1 0.00231731 0.00219831 0.00858498 Lattice
1667 1 0.00520711 0.00705804 0.01038829 Lattice
1668 1 -0.01107051 -0.01745439 0.02178649 Lattice
1669 1 0.00973907 0.01370684 0.01867716 Lattice
1670 1 0.01412268 0.02157275 0.02673381 Lattice
1671 1 0.00421990 0.00472739 0.00793606 Lattice
1672 1 0.00485119 0.00606756 0.01099267 Lattice
1673 1 0.00467799 0.00480861 0.00987552 Lattice
1674 1 0.00182746 0.00182017 0.00604953 Lattice
1675 1 -0.01303470 -0.02143709 0.02569420 Lattice
1676 1 0.00842116 0.01040453 0.01457493 Lattice
1677 1 0.00259189 -0.00034732 0.01390252 Lattice
1678 1 -0.00936091 -0.01713319 0.02062700 Lattice
1679 1 -0.00027811 -0.00356516 0.00970506 Lattice
1680 1 -0.00968614 -0.01629897 0.01979020 Lattice
1681 1 0.00013290 -0.00086528 0.00691258 Lattice
1682 1 0.00154639 0.00010083 0.00549536 Lattice
1683 1 0.01905173 0.02690044 0.03433097 Lattice
1684 1 0.00510807 0.00545999 0.01077406 Lattice
1685 1 0.02229083 0.03111635 0.04158209 Lattice
1686 1 -0.01617830 -0.02630376 0.03169589 Lattice
1687 1 0.00919921 0.01196653 0.01881478 Lattice
1688 1 0.00238186 0.00186781 0.01249382 Lattice
1689 1 -0.01571929 -0.02641978 0.03149817 Lattice
1690 1 -0.00963704 -0.01639646 0.01986286 Lattice
1691 1 0.01895763 0.02512334 0.03594670 Lattice
1692 1 -0.00025776 -0.00276941 0.00710891 Lattice
1693 1 0.00698334 0.00876307 0.01254325 Lattice
1694 1 -0.00111753 -0.00529382 0.01160633 Lattice
1695 1 -0.00231054 -0.00535018 0.00890039 Lattice
1696 1 -0.01399662 -0.02247141 0.02700156 Lattice
1697 1 0.01023682 0.01108578 0.02152830 Lattice
1698 1 -0.00708966 -0.01194232 0.01456820 Lattice
1699 1 0.00817605 0.01209442 0.01540693 Lattice
1700 1 -0.00376684 -0.00617969 0.00984690 Lattice
1701 1 0.02160602 0.03307070 0.04156050 Lattice
1702 1 0.02298392 0.03546932 0.04436596 Lattice
1703 1 0.01037552 0.01350697 0.02193012 Lattice
1704 1 0.00408324 0.00349086 0.01240040 Lattice
1705 1 0.00418331 0.00500824 0.00930727 Lattice
1706 1 -0.00448628 -0.00785544 0.00993969 Lattice
1707 1 -0.00198055 -0.00559580 0.01048660 Lattice
1708 1 0.00988382 0.01393260 0.01762342 Lattice
1709 1 -0.01337161 -0.02128378 0.02565825 Lattice
1710 1 -0.00479300 -0.00900652 0.01147199 Lattice
1711 1 0.00467350 0.00385701 0.01329123 Lattice
1712 1 -0.01008313 -0.01669273 0.02038787 Lattice
1713 1 -0.00299946 -0.00777072 0.01433281 Lattice
1714 1 0.00516329 0.00668089 0.01410484 Lattice
1715 1 0.03887635 0.05759024 0.07125911 Lattice
1716 1 0.01166681 0.01442134 0.02335422 Lattice
1717 1 0.02096151 0.03077973 0.03904942 Lattice
1718 1 0.00018856 -0.00010251 0.00644602 Lattice
1719 1 0.00440020 0.00437600 0.00911884 Lattice
1720 1 -0.00067208 -0.00527667 0.01407933 Lattice
1721 1 0.00253199 0.00295200 0.00490131 Lattice
1722 1 0.00291915 0.00257343 0.00614599 Lattice
1723 1 0.00067495 -0.00056300 0.00722847 Lattice
1724 1 -0.00181289 -0.00282586 0.00958576 Lattice
1725 1 -0.00079842 -0.00372575 0.00835070 Lattice
1726 1 0.00534059 0.00658339 0.00901744 Lattice
1727 1 0.00431005 0.00374273 0.01033672 Lattice
1728 1 0.01528373 0.02108163 0.02749991 Lattice
1729 1 -0.00115606 -0.00293223 0.00525449 Lattice
1730 1 -0.00339963 -0.00542154 0.00895176 Lattice
1731 1 -0.00385741 -0.00734594 0.00970608 Lattice
1732 1 -0.01596144 -0.02468546 0.03020626 Lattice
1733 1 -0.00515459 -0.00701366 0.01385568 Lattice
1734 1 0.00535395 0.00568902 0.01050091 Lattice
1735 1 -0.00590606 -0.00977224 0.01491681 Lattice
1736 1 0.01069763 0.01508993 0.01932844 Lattice
1737 1 -0.00385834 -0.00817135 0.01281761 Lattice
1738 1 -0.00940684 -0.01550125 0.01902849 Lattice
1739 1 -0.00826244 -0.01252019 0.01674003 Lattice
1740 1 0.00595192 0.00686306 0.01152752 Lattice
1741 1 -0.00099779 -0.00368273 0.01018635 Lattice
1742 1 -0.00202226 -0.00556340 0.01007001 Lattice
1743 1 0.00695212 0.00793376 0.01341221 Lattice
1744 1 0.00871046 0.01259834 0.01711100 Lattice
1745 1 -0.00057046 -0.00319374 0.01071870 Lattice
1746 1 0.01269026 0.01766737 0.02266528 Lattice
1747 1 -0.00146947 -0.00373678 0.00722496 Lattice
1748 1 0.02275736 0.03351655 0.04149464 Lattice
1749 1 -0.01677917 -0.02457312 0.03136718 Lattice
1750 1 0.01576533 0.02342364 0.02860664 Lattice
1751 1 0.00989915 0.01433523 0.01780036 Lattice
1752 1 0.01160665 0.01560356 0.02099322 Lattice
1753 1 0.01702604 0.02397730 0.03064443 Lattice
1754 1 -0.00394094 -0.00838357 0.01178618 Lattice
1755 1 -0.00828703 -0.01292048 0.01763370 Lattice
1756 1 0.00153519 0.00159235 0.00344612 Lattice
1757 1 0.02137453 0.03033034 0.03988502 Lattice
1758 1 -0.00197320 -0.00357933 0.01042156 Lattice
1759 1 0.01329576 0.01808498 0.02731672 Lattice
1760 1 0.00065540 -0.00136530 0.00931680 Lattice
1761 1 -0.01911162 -0.03230779 0.03923949 Lattice
1762 1 -0.00019066 -0.00426724 0.01146120 Lattice
1763 1 0.01836850 0.02395666 0.03352070 Lattice
1764 1 -0.00919797 -0.01464561 0.01837421 Lattice
1765 1 0.00356117 0.00080230 0.01282009 Lattice
1766 1 -0.00257234 -0.00586468 0.00809622 Lattice
1767 1 0.00231691 0.00380689 0.00700201 Lattice
1768 1 0.01587653 0.02313067 0.02868323 Lattice
1769 1 -0.00246017 -0.00597770 0.00945931 Lattice
1770 1 -0.01936271 -0.03096009 0.03714149 Lattice
1771 1 0.01572038 0.02186426 0.02878812 Lattice
1772 1 -0.00326207 -0.00930077 0.01542733 Lattice
1773 1 0.00963768 0.01359347 0.01918897 Lattice
1774 1 0.00972413 0.01326804 0.01767885 Lattice
1775 1 -0.00070813 -0.00221005 0.00371573 Lattice
1776 1 0.00230281 0.00062091 0.00981455 Lattice
1777 1 0.01328255 0.01887997 0.02414184 Lattice
1778 1 0.00823737 0.01227274 0.01639921 Lattice
1779 1 -0.00084328 -0.00367512 0.00602674 Lattice
1780 1 0.00197631 0.00122344 0.00654884 Lattice
1781 1 0.01198964 0.01775592 0.02319820 Lattice
1782 1 0.00257578 0.00076569 0.01020566 Lattice
1783 1 0.00369430 0.00277348 0.00859558 Lattice
1784 1 -0.00023874 -0.00006904 0.00627441 Lattice
1785 1 0.01181951 0.01606408 0.02139619 Lattice
1786 1 -0.00399961 -0.00833105 0.01126570 Lattice
1787 1 -0.00059463 -0.00151780 0.00619120 Lattice
1788 1 0.01209031 0.01703605 0.02158121 Lattice
1789 1 -0.01589212 -0.02538958 0.03051529 Lattice
1790 1 0.00103723 -0.00128071 0.00637322 Lattice
1791 1 0.02583039 0.03748242 0.04726670 Lattice
1792 1 0.00715157 0.00884064 0.01518609 Lattice
1793 1 0.00833617 0.01004836 0.01680619 Lattice
1794 1 0.00664254 0.00689367 0.01521953 Lattice
1795 1 0.00219278 0.00198075 0.00684559 Lattice
1796 1 0.00647029 0.00815080 0.01177133 Lattice
1797 1 0.02726687 0.03970096 0.04998828 Lattice
1798 1 -0.00049106 -0.00231761 0.00668311 Lattice
1799 1 0.01662357 0.02329316 0.02925959 Lattice
1800 1 0.00180396 0.00085148 0.00623192 Lattice
1801 1 -0.00216297 -0.00379097 0.00494396 Lattice
1802 1 -0.00553072 -0.00980563 0.01256211 Lattice
1803 1 -0.00994881 -0.01632110 0.01955042 Lattice
1804 1 -0.00774032 -0.01352649 0.01711362 Lattice
1805 1 -0.00971079 -0.01703645 0.02078220 Lattice
1806 1 0.00568203 0.00613530 0.01078090 Lattice
1807 1 0.01438464 0.02082400 0.02714060 Lattice
1808 1 -0.01476862 -0.02423289 0.02900095 Lattice
1809 1 0.01506915 0.02128574 0.02704158 Lattice
1810 1 -0.00308174 -0.00420328 0.01189142 Lattice
1811 1 0.01694649 0.02608973 0.03352711 Lattice
1812 1 0.01814055 0.02495561 0.03239492 Lattice
1813 1 0.00818191 0.01093893 0.01748687 Lattice
1814 1 -0.01286030 -0.02174988 0.02603801 Lattice
1815 1 0.00810393 0.01055808 0.01478553 Lattice
1816 1 0.02447254 0.03593727 0.04457818 Lattice
1817 1 -0.00937893 -0.01777067 0.02185235 Lattice
1818 1 0.01320189 0.01766183 0.02502428 Lattice
1819 1 -0.00347949 -0.00760414 0.01000971 Lattice
1820 1 -0.00586013 -0.00959357 0.01194925 Lattice
1821 1 0.00022626 -0.00039224 0.00503086 Lattice
1822 1 0.01518940 0.02016472 0.02814334 Lattice
1823 1 0.01833152 0.02582927 0.03278790 Lattice
1824 1 -0.00617176 -0.01100882 0.01337722 Lattice
1825 1 -0.00321253 -0.00842504 0.01266058 Lattice
1826 1 -0.00517475 -0.00823552 0.01192778 Lattice
1827 1 0.00712346 0.00922811 0.01244742 Lattice
1828 1 -0.00537929 -0.00881389 0.01168469 Lattice
1829 1 0.00931389 0.01257862 0.01617928 Lattice
1830 1 0.01036372 0.01429731 0.01862245 Lattice
1831 1 0.01150187 0.01367676 0.02058859 Lattice
