# id type x y z dist_to_ref defect_prob defect_type
155 1 8.76177000 10.49040000 1.85123000 0.04122161 1.00000000 Lattice
156 1 7.04999000 12.25050000 1.75143000 0.00989098 1.00000000 Lattice
157 1 10.59690000 10.58820000 0.01357640 0.02896878 1.00000000 Lattice
158 1 12.35170000 12.34830000 0.09861120 0.01441078 1.00000000 Lattice
159 1 12.35200000 10.61640000 1.77312000 0.00967074 1.00000000 Lattice
160 1 10.57430000 12.32550000 1.93339000 0.02124118 1.00000000 Lattice
161 1 14.04220000 10.54410000 -0.01335010 0.01065545 1.00000000 Lattice
162 1 15.71310000 12.32480000 -0.00770016 0.01123576 1.00000000 Lattice
163 1 15.90630000 10.52630000 1.66393000 0.01990690 1.00000000 Lattice
164 1 14.09990000 12.27880000 1.76470000 0.01915634 1.00000000 Lattice
165 1 17.64810000 10.49000000 0.04078190 0.01224127 1.00000000 Lattice
166 1 19.44380000 12.34680000 42.31600000 0.00935459 1.00000000 Lattice
167 1 19.39840000 10.57170000 1.70152000 0.01677626 1.00000000 Lattice
168 1 17.62650000 12.32680000 1.69124000 0.02259517 1.00000000 Lattice
169 1 21.18990000 10.63940000 42.39670000 0.01536623 1.00000000 Lattice
170 1 22.96840000 12.27270000 42.36210000 0.00979757 1.00000000 Lattice
171 1 23.11950000 10.56180000 1.65938000 0.00896010 1.00000000 Lattice
172 1 21.25490000 12.32590000 1.66600000 0.00430806 1.00000000 Lattice
173 1 24.86540000 10.54340000 42.37270000 0.01157900 1.00000000 Lattice
174 1 26.60670000 12.43900000 42.30610000 0.03497169 1.00000000 Lattice
175 1 26.52000000 10.59980000 1.78152000 0.01706703 1.00000000 Lattice
176 1 24.85610000 12.29010000 1.76437000 0.01438548 1.00000000 Lattice
177 1 28.24080000 10.56220000 42.36290000 0.01251937 1.00000000 Lattice
178 1 30.16360000 12.35800000 42.31220000 0.01102765 1.00000000 Lattice
179 1 29.97240000 10.57580000 1.70195000 0.01030104 1.00000000 Lattice
180 1 28.34040000 12.38130000 1.66295000 0.00464728 1.00000000 Lattice
